CUMULATIVE NETSIM STATISTICS AT TIME 13:57: 0
ELAPSED TIME IS  0:33: 0 ( 1980 SECONDS),    TIME PERIOD  1 ELAPSED TIME IS 1980 SECONDS
UpNode,DownNode,TravelDistanceTotal,Trips,MoveTimeTotal,DelayTravelTotal,TravelTimeTotal,MoveTimePerTravelTimeRatio,TravelTimePerDistanceTraveled,DelayTravelPerDistanceTraveled,TravelTimePerVehicle,DelayTravelPerVehicle,DelayControlPerVehicle,DelayQueuePerVehicle,DelayStopPerVehicle,StoppedVehiclesPercent,Volume,SpeedAverage,
Up Node,Down Node,Travel Distance Total,Trips,Move Time Total,Delay Travel Total,Travel Time Total,Move Time Per Travel Time Ratio,Travel Time Per DistanceT raveled,Delay Travel Per Distance Traveled,Travel Time Per Vehicle,Delay Travel Per Vehicle,Delay Control Per Vehicle,Delay Queue Per Vehicle,Delay Stop Per Vehicle,Stopped Vehicles Percent,Volume,Speed Average,
   264,  7026,     116.000,     116.000,       0.000,       1.000,       0.060,       2.025,       1.985,       0.958,       0.902,       0.056,       0.942,       0.980,       0.057,     226.110,       3.694,      61.207,
   215,   149,     824.000,     824.000,     270.000,       3.000,       2.657,      93.948,      87.622,       6.200,       6.136,       0.064,       0.990,       0.933,       0.010,     486.448,       7.562,      64.332,
   149,   223,     745.000,     745.000,     196.000,       0.000,       0.572,      20.318,      18.869,       1.520,       1.510,       0.009,       0.994,       0.929,       0.006,     451.744,       6.992,      64.609,
   149,   221,      79.000,      79.000,       0.000,       0.000,       0.062,       2.199,       2.040,       1.549,       1.542,       0.007,       0.995,       0.927,       0.004,     143.709,       2.221,      64.698,
   146,   225,     746.000,     745.000,     110.000,       3.000,       1.806,      63.855,      59.558,       4.791,       4.741,       0.049,       0.990,       0.933,       0.010,     394.164,       6.127,      64.329,
   145,   217,     723.000,     724.000,       0.000,       0.000,       0.372,      13.171,      12.277,       0.922,       0.913,       0.009,       0.990,       0.932,       0.009,     484.678,       7.530,      64.369,
   226,   219,     494.000,     494.000,      36.000,       2.000,       2.340,      83.392,      77.168,       9.369,       9.346,       0.023,       0.998,       0.925,       0.002,     299.650,       4.621,      64.839,
   222,   226,     494.000,     494.000,      85.000,       2.000,       2.383,      85.065,      78.598,       9.345,       9.336,       0.009,       0.999,       0.924,       0.001,     306.008,       4.712,      64.937,
   223,   146,     745.000,     746.000,      11.000,       2.000,       1.867,      66.289,      61.566,       4.960,       4.930,       0.030,       0.994,       0.929,       0.006,     451.554,       6.990,      64.603,
   285,   220,      57.000,      57.000,       0.000,       1.000,       0.221,       7.552,       7.279,       7.699,       7.374,       0.325,       0.958,       0.964,       0.041,     103.185,       1.657,      62.254,
   281,   147,      57.000,      57.000,       0.000,       0.000,       0.044,       0.972,       1.465,       1.542,       0.944,       0.598,       0.612,       1.508,       0.585,     103.689,       2.606,      39.791,
   219,   224,     844.000,     844.000,      78.000,       2.000,       1.729,      50.496,      57.027,       4.055,       3.315,       0.741,       0.817,       1.129,       0.206,     383.709,       7.222,      53.129,
   221,  7041,      79.000,      79.000,       0.000,       0.000,       0.209,       7.272,       6.883,       5.227,       5.098,       0.129,       0.975,       0.947,       0.023,     143.709,       2.267,      63.391,
  7027,   216,      39.000,      39.000,       0.000,       0.000,       0.180,       4.196,       5.951,       8.864,       5.769,       3.094,       0.651,       1.418,       0.495,      73.276,       1.732,      42.308,
   225,  7040,      80.000,      80.000,       0.000,       0.000,       0.076,       2.439,       2.514,       1.885,       1.689,       0.196,       0.896,       1.030,       0.107,     145.528,       2.499,      58.229,
   220,   145,      57.000,      57.000,       0.000,       0.000,       0.032,       1.132,       1.057,       1.093,       1.080,       0.013,       0.988,       0.934,       0.011,     105.567,       1.643,      64.249,
   217,   218,     763.000,     763.000,       0.000,       0.000,       0.384,      13.571,      12.653,       0.763,       0.755,       0.008,       0.990,       0.932,       0.009,     452.610,       7.033,      64.354,
   216,   217,      39.000,      39.000,       0.000,       0.000,       0.045,       1.448,       1.499,       2.306,       2.056,       0.250,       0.892,       1.035,       0.112,      70.945,       1.224,      57.956,
  7028,   148,     351.000,     350.000,       0.000,       1.000,       0.366,       5.118,      12.058,       1.580,       0.619,       0.961,       0.392,       2.356,       1.433,     833.240,      32.717,      25.468,
   148,   219,     350.000,     350.000,       0.000,       0.000,       0.162,       2.859,       5.353,       0.915,       0.451,       0.464,       0.493,       1.872,       0.949,     638.663,      19.928,      32.048,
   225,   145,     665.000,     666.000,      25.000,       2.000,       1.875,      65.997,      61.852,       5.581,       5.497,       0.084,       0.985,       0.937,       0.014,     414.851,       6.480,      64.021,
   251,   249,     116.000,     116.000,       0.000,       0.000,       0.087,       3.076,       2.875,       1.487,       1.469,       0.019,       0.987,       0.935,       0.012,     211.016,       3.288,      64.184,
   249,   250,     116.000,     116.000,       0.000,       0.000,       0.084,       2.944,       2.774,       1.435,       1.406,       0.029,       0.980,       0.942,       0.019,     211.016,       3.314,      63.681,
   111,   251,     116.000,     116.000,       0.000,       0.000,       0.157,       5.536,       5.176,       2.677,       2.643,       0.034,       0.987,       0.935,       0.012,     211.016,       3.288,      64.182,
   138,   252,      48.000,      48.000,       0.000,       0.000,       0.034,       1.073,       1.122,       1.403,       1.238,       0.165,       0.882,       1.046,       0.123,      87.317,       1.523,      57.349,
   136,   253,      48.000,      48.000,       0.000,       0.000,       0.036,       1.027,       1.180,       1.475,       1.185,       0.290,       0.804,       1.149,       0.226,      87.317,       1.672,      52.234,
   143,   257,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   260,   258,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   258,   259,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   257,   260,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   265,   261,     117.000,     117.000,       0.000,       0.000,       0.065,       2.238,       2.160,       1.108,       1.059,       0.048,       0.957,       0.965,       0.042,     212.835,       3.423,      62.179,
   263,   262,     116.000,     116.000,       0.000,       0.000,       0.059,       2.028,       1.944,       0.958,       0.923,       0.035,       0.963,       0.958,       0.035,     221.323,       3.535,      62.600,
   261,   263,     117.000,     116.000,       0.000,       1.000,       0.062,       2.136,       2.048,       1.057,       1.017,       0.039,       0.963,       0.959,       0.036,     211.511,       3.380,      62.581,
   262,   264,     116.000,     116.000,       0.000,       0.000,       0.061,       2.088,       2.012,       0.887,       0.850,       0.037,       0.958,       0.964,       0.041,     247.625,       3.977,      62.259,
   266,   265,     117.000,     117.000,       0.000,       0.000,       0.069,       2.349,       2.282,       1.170,       1.112,       0.058,       0.950,       0.972,       0.049,     212.835,       3.447,      61.754,
   117,   266,     117.000,     117.000,       0.000,       0.000,       0.078,       2.593,       2.560,       1.313,       1.227,       0.086,       0.935,       0.987,       0.064,     212.835,       3.503,      60.762,
   121,   270,      69.000,      69.000,       0.000,       0.000,       0.064,       2.182,       2.113,       1.838,       1.752,       0.086,       0.953,       0.968,       0.045,     125.518,       2.026,      61.964,
  7039,   281,      57.000,      57.000,       0.000,       0.000,       0.055,       1.015,       1.830,       1.558,       0.797,       0.761,       0.512,       1.804,       0.881,     128.218,       3.855,      33.261,
   147,   284,      57.000,      57.000,       0.000,       0.000,       0.091,       2.332,       3.006,       3.164,       2.266,       0.898,       0.716,       1.289,       0.366,     103.689,       2.228,      46.546,
   284,   285,      57.000,      57.000,       0.000,       0.000,       0.105,       3.185,       3.464,       3.646,       3.094,       0.552,       0.849,       1.088,       0.165,     103.689,       1.880,      55.168,
   337,   331,      50.000,      50.000,       0.000,       0.000,       0.034,       0.672,       1.137,       1.364,       0.745,       0.619,       0.546,       1.691,       0.768,      90.955,       2.563,      35.487,
   335,   333,      30.000,      30.000,       0.000,       0.000,       0.052,       1.426,       1.712,       3.424,       2.633,       0.791,       0.769,       1.200,       0.277,      54.573,       1.092,      49.988,
   340,  7045,      64.000,      64.000,       0.000,       0.000,       0.041,       1.321,       1.353,       1.268,       1.143,       0.125,       0.902,       1.024,       0.101,     116.422,       1.986,      58.609,
  7048,   332,      61.000,      61.000,       0.000,       0.000,       0.110,       2.265,       3.630,       3.242,       1.867,       1.375,       0.576,       1.603,       0.680,     122.207,       3.265,      37.431,
   341,   344,      62.000,      62.000,       0.000,       0.000,       0.147,       3.769,       4.838,       4.682,       3.367,       1.315,       0.719,       1.284,       0.361,     112.784,       2.413,      46.744,
   342,  7043,      21.000,      21.000,       0.000,       0.000,       0.041,       1.412,       1.337,       3.821,       3.724,       0.097,       0.975,       0.947,       0.024,      38.201,       0.603,      63.343,
   338,   345,     548.000,     548.000,      87.000,       0.000,       0.610,      21.555,      20.122,       2.016,       1.993,       0.023,       0.989,       0.934,       0.010,     308.997,       4.808,      64.273,
   331,   340,     468.000,     468.000,     271.000,       1.000,       1.148,      39.180,      37.872,       4.855,       4.636,       0.219,       0.955,       0.967,       0.044,     162.768,       2.622,      62.073,
  7046,   341,      63.000,      62.000,       0.000,       1.000,       0.378,       9.994,      12.456,      11.713,       8.675,       3.038,       0.741,       1.246,       0.323,     116.074,       2.411,      48.141,
   345,  7042,      37.000,      37.000,       0.000,       0.000,       0.025,       0.890,       0.830,       1.346,       1.332,       0.014,       0.990,       0.933,       0.009,      67.307,       1.046,      64.340,
   333,   336,     434.000,     435.000,       0.000,       0.000,       0.454,      15.968,      14.962,       2.066,       2.035,       0.031,       0.985,       0.937,       0.014,     158.114,       2.469,      64.036,
   334,   339,      61.000,      61.000,       0.000,       0.000,       0.175,       4.656,       5.760,       5.666,       4.227,       1.439,       0.746,       1.237,       0.314,     110.965,       2.288,      48.495,
   345,   339,     511.000,     510.000,      61.000,       5.000,       4.070,     144.693,     134.248,      15.762,      15.682,       0.080,       0.995,       0.928,       0.005,     309.868,       4.792,      64.668,
   339,   344,     571.000,     571.000,     112.000,       3.000,       3.191,     107.071,     105.239,      11.058,      10.385,       0.673,       0.939,       0.983,       0.060,     334.985,       5.488,      61.044,
   330,   342,     439.000,     439.000,     248.000,       0.000,       0.569,      20.217,      18.762,       2.383,       2.371,       0.013,       0.995,       0.928,       0.005,     171.844,       2.658,      64.656,
   344,   343,     633.000,     636.000,      77.000,       1.000,       2.310,      76.486,      76.203,       7.201,       6.671,       0.529,       0.926,       0.996,       0.073,     365.853,       6.075,      60.222,
  7047,   335,      30.000,      30.000,       0.000,       0.000,       0.075,       1.567,       2.486,       4.651,       2.706,       1.945,       0.582,       1.586,       0.663,      58.328,       1.542,      37.819,
  7044,   337,      51.000,      50.000,       0.000,       1.000,       0.056,       0.857,       1.833,       1.750,       0.755,       0.995,       0.431,       2.139,       1.216,     114.328,       4.076,      28.046,
   340,   333,     404.000,     404.000,      13.000,       2.000,       2.680,      94.867,      88.380,      13.149,      13.028,       0.121,       0.991,       0.932,       0.009,     150.162,       2.332,      64.404,
   342,   331,     418.000,     418.000,      32.000,       3.000,       2.690,      95.776,      88.742,      12.740,      12.692,       0.048,       0.996,       0.927,       0.003,     154.867,       2.392,      64.756,
   332,   334,      61.000,      61.000,       0.000,       0.000,       0.203,       5.811,       6.705,       6.595,       5.276,       1.319,       0.800,       1.154,       0.231,     110.965,       2.134,      51.999,
NETWORK STATISTICS,
TravelDistanceTotal,TravelTimeTotal,MoveTimePerTravelTimeRatio,ContentAverage,ContentCurrent,SpeedAverage,DelayTravelTotal,TravelTimePerDistanceTraveled,DelayTravelPerDistanceTraveled,
Travel Distance Total,Travel Time Total,Move Time Per Travel Time Ratio,Content Average,Content Current,Speed Average,Delay Travel Total,Travel Time Per Vehicle Mile,Delay Travel Per Vehicle Mile,
    9846.886,   10314.293,       0.886,     312.712,     302.000,      57.281,    1180.749,       1.047,       0.120,
LINK STATISTICS BY LANE,
UpNode,DownNode,Lane,VehiclesEnteringHOVLane,VehiclesExitingHOVLane,ContentCurrent,Volume,ViolatorVolume,TravelTimePerVehicle,MoveTimePerVehicle,DelayTravelAverage,PersonTravelTimeTotal,PersonMoveTimeTotal,PersonDelayPerPerson,SpeedAverage,
Up Node,Down Node,Lane,Vehicles Entering HOV Lane,Vehicles Exiting HOV Lane,Content Current,Volume,Violator Volume,Travel Time Average,Move Time Average,Delay Travel Average,Person Travel Time Total,Person Move Time Total,Person Delay Average,Speed Average,
    68,    15,     1,       0.000,       0.000,       1.000,    1385.611,       0.000,       7.389,       6.701,       0.689,       5.684,       5.154,       0.530,      57.945,
    68,    15,     2,       0.000,       0.000,       5.000,    1732.058,       0.000,       7.074,       6.679,       0.395,       5.441,       5.137,       0.304,      60.533,
    68,    15,     3,       0.000,       0.000,       5.000,    1614.998,       0.000,       6.971,       6.619,       0.351,       5.362,       5.092,       0.270,      61.427,
    14,     6,     1,       0.000,       0.000,       1.000,    1767.098,       0.000,       3.942,       3.753,       0.189,       3.033,       2.887,       0.146,      61.741,
    14,     6,     2,       0.000,       0.000,       2.000,    1689.656,       0.000,       4.095,       3.743,       0.352,       3.150,       2.879,       0.271,      59.444,
    14,     6,     3,       0.000,       0.000,       2.000,    1537.741,       0.000,       4.007,       3.730,       0.277,       3.082,       2.869,       0.213,      60.746,
    14,     6,     9,       0.000,       0.000,       0.000,     249.855,       0.000,       3.967,       3.772,       0.194,       3.051,       2.902,       0.149,      61.365,
     6,    10,     1,       0.000,       0.000,       2.000,    1656.263,       0.000,       4.333,       4.146,       0.187,       3.333,       3.189,       0.144,      61.999,
     6,    10,     2,       0.000,       0.000,       2.000,    1539.487,       0.000,       4.409,       4.156,       0.253,       3.392,       3.197,       0.195,      60.924,
     6,    10,     3,       0.000,       0.000,       2.000,    1363.371,       0.000,       4.292,       4.151,       0.141,       3.301,       3.193,       0.108,      62.594,
    24,    11,     1,       0.000,       0.000,       1.000,    1513.026,       0.000,       2.322,       2.058,       0.264,       1.786,       1.583,       0.203,      56.970,
    24,    11,     2,       0.000,       0.000,       0.000,    1647.264,       0.000,       2.233,       2.048,       0.185,       1.718,       1.576,       0.142,      59.222,
    24,    11,     3,       0.000,       0.000,       0.000,    1390.390,       0.000,       2.112,       2.036,       0.075,       1.624,       1.566,       0.058,      62.641,
    24,    11,     9,       0.000,       0.000,       1.000,     311.220,       0.000,       2.330,       2.046,       0.284,       1.792,       1.574,       0.218,      56.775,
    11,    12,     1,       0.000,       0.000,       1.000,    1271.484,       0.000,       4.235,       3.812,       0.423,       3.258,       2.932,       0.325,      58.120,
    11,    12,     2,       0.000,       0.000,       3.000,    1657.395,       0.000,       4.033,       3.815,       0.219,       3.103,       2.934,       0.168,      61.026,
    11,    12,     3,       0.000,       0.000,       0.000,    1412.683,       0.000,       3.950,       3.794,       0.156,       3.039,       2.918,       0.120,      62.308,
    12,    13,     1,       0.000,       0.000,       2.000,    1365.286,       0.000,       5.077,       4.139,       0.938,       3.905,       3.184,       0.722,      51.973,
    12,    13,     2,       0.000,       0.000,       1.000,    1713.608,       0.000,       4.308,       4.110,       0.199,       3.314,       3.161,       0.153,      61.244,
    12,    13,     3,       0.000,       0.000,       3.000,    1430.189,       0.000,       4.247,       4.089,       0.158,       3.267,       3.146,       0.122,      62.126,
    12,    13,     9,       0.000,       0.000,       0.000,      57.097,       0.000,      10.300,       4.784,       5.516,       7.948,       3.692,       4.256,      25.618,
    67,    18,     1,       0.000,       0.000,       2.000,    1555.583,       0.000,       4.137,       3.499,       0.639,       3.182,       2.691,       0.491,      54.878,
    67,    18,     2,       0.000,       0.000,       1.000,    1738.502,       0.000,       4.321,       3.503,       0.818,       3.324,       2.695,       0.629,      52.543,
    67,    18,     3,       0.000,       0.000,       1.000,    1536.031,       0.000,       3.735,       3.490,       0.245,       2.873,       2.685,       0.189,      60.789,
    67,    18,     9,       0.000,       0.000,       0.000,     168.474,       0.000,       4.443,       3.496,       0.947,       3.418,       2.689,       0.728,      51.102,
    18,    17,     1,       0.000,       0.000,       1.000,    1555.156,       0.000,       0.768,       0.672,       0.095,       0.591,       0.517,       0.073,      56.844,
    18,    17,     2,       0.000,       0.000,       0.000,    2373.302,       0.000,       0.743,       0.672,       0.071,       0.572,       0.517,       0.054,      58.723,
    18,    17,     3,       0.000,       0.000,       1.000,    2211.714,       0.000,       0.709,       0.664,       0.044,       0.545,       0.511,       0.034,      61.584,
     6,  7001,     1,       0.000,       0.000,       0.000,     438.675,       0.000,       3.550,       3.345,       0.205,       2.730,       2.573,       0.157,      60.507,
    30,    10,     1,       0.000,       0.000,       0.000,     296.513,       0.000,       1.522,       1.328,       0.194,       1.171,       1.021,       0.149,      51.518,
    28,  7003,     1,       0.000,       0.000,       0.000,     524.440,       0.000,       1.445,       1.320,       0.125,       1.111,       1.015,       0.096,      57.101,
    29,  7005,     1,       0.000,       0.000,       1.000,     505.723,       0.000,       3.232,       2.970,       0.263,       2.486,       2.284,       0.202,      58.854,
  7006,    21,     1,       0.000,       0.000,       0.000,     172.194,       0.000,       6.019,       3.468,       2.551,       4.630,       2.667,       1.962,      38.968,
  7006,    21,     2,       0.000,       0.000,       0.000,      80.410,       0.000,       6.506,       3.551,       2.955,       5.005,       2.732,       2.273,      36.050,
    21,    17,     1,       0.000,       0.000,       0.000,     183.817,       0.000,       5.813,       3.837,       1.976,       4.472,       2.952,       1.520,      41.049,
    21,    17,     2,       0.000,       0.000,       0.000,      57.123,       0.000,       5.832,       3.936,       1.896,       4.486,       3.028,       1.458,      40.917,
    26,    19,     1,       0.000,       0.000,       0.000,     296.513,       0.000,       2.893,       2.099,       0.794,       2.225,       1.614,       0.611,      45.257,
  7004,    20,     1,       0.000,       0.000,       0.000,     244.121,       0.000,       4.578,       2.524,       2.054,       3.522,       1.942,       1.580,      37.529,
    20,    12,     1,       0.000,       0.000,       0.000,     229.207,       0.000,       4.538,       3.485,       1.053,       3.491,       2.681,       0.810,      47.175,
    10,    23,     1,       0.000,       0.000,       3.000,    1860.720,       0.000,       5.712,       4.677,       1.035,       4.394,       3.598,       0.796,      53.361,
    10,    23,     2,       0.000,       0.000,       1.000,    1552.998,       0.000,       4.953,       4.709,       0.244,       3.810,       3.622,       0.188,      61.534,
    10,    23,     3,       0.000,       0.000,       2.000,    1353.818,       0.000,       4.807,       4.703,       0.104,       3.698,       3.618,       0.080,      63.405,
    10,    23,     9,       0.000,       0.000,       0.000,      85.403,       0.000,       8.875,       5.122,       3.753,       6.827,       3.940,       2.887,      34.341,
    23,    24,     1,       0.000,       0.000,       3.000,    1874.019,       0.000,       3.111,       2.647,       0.463,       2.393,       2.036,       0.356,      54.796,
    23,    24,     2,       0.000,       0.000,       2.000,    1612.781,       0.000,       2.810,       2.640,       0.171,       2.162,       2.031,       0.131,      60.654,
    23,    24,     3,       0.000,       0.000,       1.000,    1372.405,       0.000,       2.707,       2.627,       0.079,       2.082,       2.021,       0.061,      62.977,
    16,    67,     1,       0.000,       0.000,       6.000,    1787.538,       0.000,      12.588,      11.859,       0.729,       9.683,       9.122,       0.561,      61.043,
    16,    67,     2,       0.000,       0.000,       5.000,    1728.338,       0.000,      12.305,      11.811,       0.494,       9.465,       9.085,       0.380,      62.447,
    16,    67,     3,       0.000,       0.000,       6.000,    1559.897,       0.000,      12.148,      11.838,       0.310,       9.345,       9.107,       0.238,      63.253,
    17,    68,     1,       0.000,       0.000,       3.000,    1343.385,       0.000,       4.353,       3.029,       1.324,       3.348,       2.330,       1.019,      45.425,
    17,    68,     2,       0.000,       0.000,       1.000,    1748.463,       0.000,       3.359,       3.069,       0.291,       2.584,       2.361,       0.223,      58.861,
    17,    68,     3,       0.000,       0.000,       2.000,    1594.928,       0.000,       3.251,       3.046,       0.206,       2.501,       2.343,       0.158,      60.811,
    17,    68,     9,       0.000,       0.000,       0.000,      31.193,       0.000,      21.926,       5.202,      16.724,      18.329,       4.348,      13.980,       9.018,
    17,    68,    10,       0.000,       0.000,       0.000,      16.663,       0.000,      14.599,       8.066,       6.533,      12.439,       6.873,       5.566,      13.544,
  7002,    26,     1,       0.000,       0.000,       0.000,     325.413,       0.000,       3.312,       1.682,       1.630,       2.548,       1.294,       1.254,      35.614,
    11,    28,     1,       0.000,       0.000,       0.000,     522.082,       0.000,       2.342,       2.100,       0.242,       1.802,       1.615,       0.186,      57.934,
    18,    29,     1,       0.000,       0.000,       0.000,     503.891,       0.000,       4.117,       3.609,       0.508,       3.167,       2.776,       0.391,      56.471,
    19,    30,     1,       0.000,       0.000,       0.000,     296.513,       0.000,       1.344,       1.037,       0.307,       1.034,       0.798,       0.236,      49.713,
    36,    31,     1,       0.000,       0.000,       1.000,    1400.363,       0.000,       3.347,       2.981,       0.366,       2.575,       2.293,       0.281,      58.052,
    36,    31,     2,       0.000,       0.000,       1.000,    1513.052,       0.000,       3.155,       2.973,       0.183,       2.427,       2.287,       0.140,      61.582,
    36,    31,     3,       0.000,       0.000,       1.000,    1338.943,       0.000,       3.099,       2.985,       0.114,       2.384,       2.296,       0.088,      62.711,
    31,    32,     1,       0.000,       0.000,       1.000,    1497.555,       0.000,       4.727,       3.798,       0.929,       3.636,       2.922,       0.715,      52.066,
    31,    32,     2,       0.000,       0.000,       2.000,    1436.787,       0.000,       3.975,       3.790,       0.185,       3.057,       2.915,       0.142,      61.926,
    31,    32,     3,       0.000,       0.000,       1.000,    1235.854,       0.000,       3.867,       3.798,       0.069,       2.975,       2.922,       0.053,      63.648,
    31,    32,     9,       0.000,       0.000,       0.000,      65.353,       0.000,      16.045,       6.257,       9.788,      13.723,       5.352,       8.372,      15.340,
    32,    33,     1,       0.000,       0.000,       2.000,    1565.091,       0.000,       3.880,       3.453,       0.427,       2.985,       2.656,       0.328,      57.111,
    32,    33,     2,       0.000,       0.000,       1.000,    1421.795,       0.000,       3.595,       3.419,       0.177,       2.765,       2.630,       0.136,      61.638,
    32,    33,     3,       0.000,       0.000,       1.000,    1248.708,       0.000,       3.459,       3.414,       0.045,       2.661,       2.626,       0.034,      64.067,
    33,    34,     1,       0.000,       0.000,       2.000,    1326.818,       0.000,       2.108,       1.963,       0.145,       1.621,       1.510,       0.111,      59.839,
    33,    34,     2,       0.000,       0.000,       0.000,    1401.373,       0.000,       2.123,       1.952,       0.171,       1.633,       1.501,       0.132,      59.420,
    33,    34,     3,       0.000,       0.000,       1.000,    1260.585,       0.000,       1.975,       1.940,       0.035,       1.519,       1.492,       0.027,      63.866,
    33,    34,     9,       0.000,       0.000,       0.000,     246.605,       0.000,       2.204,       1.963,       0.241,       1.695,       1.510,       0.185,      57.227,
    34,    35,     1,       0.000,       0.000,       0.000,    1191.570,       0.000,       2.582,       2.492,       0.089,       1.986,       1.917,       0.069,      61.799,
    34,    35,     2,       0.000,       0.000,       1.000,    1391.444,       0.000,       2.563,       2.484,       0.079,       1.972,       1.911,       0.061,      62.246,
    34,    35,     3,       0.000,       0.000,       1.000,    1268.813,       0.000,       2.500,       2.466,       0.034,       1.923,       1.897,       0.026,      63.821,
    41,    40,     1,       0.000,       0.000,       0.000,    1209.121,       0.000,       3.440,       3.306,       0.134,       2.646,       2.543,       0.103,      62.439,
    41,    40,     2,       0.000,       0.000,       2.000,    1256.026,       0.000,       3.431,       3.306,       0.125,       2.639,       2.543,       0.096,      62.594,
    41,    40,     3,       0.000,       0.000,       1.000,    1106.794,       0.000,       3.424,       3.325,       0.099,       2.634,       2.558,       0.076,      62.725,
    41,    40,     9,       0.000,       0.000,       0.000,     132.310,       0.000,       3.436,       3.329,       0.107,       2.643,       2.561,       0.082,      62.507,
    40,    39,     1,       0.000,       0.000,       2.000,     973.938,       0.000,       4.171,       4.065,       0.105,       3.208,       3.127,       0.081,      63.101,
    40,    39,     2,       0.000,       0.000,       1.000,    1193.515,       0.000,       4.132,       4.062,       0.069,       3.178,       3.125,       0.053,      63.699,
    40,    39,     3,       0.000,       0.000,       2.000,    1010.378,       0.000,       4.134,       4.093,       0.041,       3.180,       3.148,       0.032,      63.666,
    39,    38,     1,       0.000,       0.000,       3.000,    1081.550,       0.000,       3.827,       3.349,       0.478,       2.944,       2.576,       0.368,      57.011,
    39,    38,     2,       0.000,       0.000,       1.000,    1228.056,       0.000,       3.421,       3.365,       0.055,       2.631,       2.589,       0.042,      63.785,
    39,    38,     3,       0.000,       0.000,       1.000,    1019.901,       0.000,       3.416,       3.383,       0.033,       2.627,       2.602,       0.025,      63.876,
    39,    38,     9,       0.000,       0.000,       1.000,      38.751,       0.000,       7.699,       4.257,       3.442,       5.922,       3.275,       2.648,      28.339,
    38,    37,     1,       0.000,       0.000,       1.000,    1095.892,       0.000,       4.207,       3.983,       0.224,       3.236,       3.064,       0.172,      60.938,
    38,    37,     2,       0.000,       0.000,       2.000,    1243.037,       0.000,       4.027,       3.965,       0.062,       3.098,       3.050,       0.048,      63.657,
    38,    37,     3,       0.000,       0.000,       1.000,    1029.294,       0.000,       4.024,       3.985,       0.039,       3.095,       3.065,       0.030,      63.709,
    40,  7007,     1,       0.000,       0.000,       0.000,     321.981,       0.000,       2.819,       2.715,       0.103,       2.168,       2.089,       0.080,      61.679,
  7008,    48,     1,       0.000,       0.000,       0.000,     215.905,       0.000,       3.165,       1.587,       1.578,       2.434,       1.220,       1.214,      35.550,
    48,    39,     1,       0.000,       0.000,       0.000,     194.644,       0.000,       3.251,       2.346,       0.906,       2.501,       1.804,       0.697,      43.617,
    52,  7009,     1,       0.000,       0.000,       0.000,     382.011,       0.000,       1.281,       1.209,       0.072,       0.985,       0.930,       0.056,      59.076,
    55,    51,     1,       0.000,       0.000,       0.000,     238.302,       0.000,       2.140,       1.372,       0.768,       1.646,       1.056,       0.591,      40.778,
    51,    31,     1,       0.000,       0.000,       0.000,     238.302,       0.000,       1.944,       1.310,       0.635,       1.496,       1.008,       0.488,      38.571,
    34,    52,     1,       0.000,       0.000,       1.000,     382.214,       0.000,       1.729,       1.581,       0.148,       1.330,       1.216,       0.114,      59.139,
  7010,    55,     1,       0.000,       0.000,       0.000,     253.148,       0.000,       5.031,       2.658,       2.373,       3.870,       2.045,       1.826,      36.047,
    61,    63,     1,       0.000,       0.000,       0.000,    1174.668,       0.000,       1.734,       1.610,       0.124,       1.334,       1.239,       0.095,      60.165,
    61,    63,     2,       0.000,       0.000,       1.000,    1401.300,       0.000,       1.685,       1.617,       0.068,       1.296,       1.244,       0.052,      61.913,
    61,    63,     3,       0.000,       0.000,       1.000,    1180.550,       0.000,       1.674,       1.617,       0.057,       1.287,       1.244,       0.044,      62.332,
    61,    63,     9,       0.000,       0.000,       0.000,     239.551,       0.000,       1.762,       1.629,       0.133,       1.356,       1.253,       0.103,      59.189,
    63,    64,     1,       0.000,       0.000,       2.000,     918.203,       0.000,       5.171,       4.071,       1.100,       3.977,       3.131,       0.846,      51.953,
    63,    64,     2,       0.000,       0.000,       2.000,    1517.387,       0.000,       4.337,       4.157,       0.180,       3.336,       3.198,       0.138,      61.940,
    63,    64,     3,       0.000,       0.000,       1.000,    1163.592,       0.000,       4.234,       4.161,       0.074,       3.257,       3.200,       0.057,      63.445,
    64,    65,     1,       0.000,       0.000,       1.000,    1846.457,       0.000,       8.976,       4.211,       4.765,       6.905,       3.240,       3.665,      30.917,
    64,    65,     2,       0.000,       0.000,       2.000,    1666.175,       0.000,       4.801,       4.261,       0.540,       3.693,       3.278,       0.415,      57.803,
    64,    65,     3,       0.000,       0.000,       0.000,    1209.296,       0.000,       4.386,       4.283,       0.103,       3.374,       3.295,       0.079,      63.268,
    64,    65,     9,       0.000,       0.000,       0.000,     178.327,       0.000,      19.752,       8.492,      11.260,      16.479,       7.085,       9.394,      14.049,
