CUMULATIVE NETSIM STATISTICS AT TIME 13:57: 0
ELAPSED TIME IS  0:33: 0 ( 1980 SECONDS),    TIME PERIOD  1 ELAPSED TIME IS 1980 SECONDS
UpNode,DownNode,TravelDistanceTotal,Trips,MoveTimeTotal,DelayTravelTotal,TravelTimeTotal,MoveTimePerTravelTimeRatio,TravelTimePerDistanceTraveled,DelayTravelPerDistanceTraveled,TravelTimePerVehicle,DelayTravelPerVehicle,DelayControlPerVehicle,DelayQueuePerVehicle,DelayStopPerVehicle,StoppedVehiclesPercent,Volume,SpeedAverage,
Up Node,Down Node,Travel Distance Total,Trips,Move Time Total,Delay Travel Total,Travel Time Total,Move Time Per Travel Time Ratio,Travel Time Per DistanceT raveled,Delay Travel Per Distance Traveled,Travel Time Per Vehicle,Delay Travel Per Vehicle,Delay Control Per Vehicle,Delay Queue Per Vehicle,Delay Stop Per Vehicle,Stopped Vehicles Percent,Volume,Speed Average,
   254,   125,      85.000,     154.624,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   141,   125,     117.000,     212.835,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7022,   140,     116.000,     211.016,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   140,   141,     116.000,     211.016,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   127,  7023,      61.000,     110.965,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   269,   128,      69.000,     125.518,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   256,  7025,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   268,   128,     114.000,     207.377,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7026,   144,     116.000,     211.016,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   282,   239,      18.000,      32.744,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   289,   241,      16.000,      29.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   240,   239,      39.000,      70.945,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   287,   242,      16.000,      29.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   271,   233,      80.000,     145.528,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   233,   231,      78.000,     141.890,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   239,  7039,      57.000,     103.689,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   238,   245,     233.000,     423.850,     206.000,     374.735,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   245,   243,     194.000,     352.906,     205.000,     372.916,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   243,   231,     187.000,     340.172,     206.000,     374.735,       5.000,       9.096,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   231,   247,     254.000,     462.052,     212.000,     385.649,      12.000,      21.829,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   247,   229,      31.000,      56.392,       8.000,      14.553,     290.000,     527.539,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   229,   241,       0.000,       0.000,      12.000,      21.829,     279.000,     507.529,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   241,   228,      15.000,      27.287,      13.000,      23.648,     278.000,     505.710,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   228,   238,      94.000,     170.995,      13.000,      23.648,     277.000,     503.891,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8039,   238,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8041,   247,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7041,   228,      79.000,     143.709,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   245,  7027,      39.000,      70.945,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   229,   240,      39.000,      70.945,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   232,   237,     321.000,     583.931,      63.000,     114.603,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   234,  7028,     351.000,     638.504,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   235,   236,     368.000,     669.429,      15.000,      27.287,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   246,   244,     349.000,     634.866,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   273,   232,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   278,   230,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   244,   234,     351.000,     638.504,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   274,   232,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   227,   232,     363.000,     660.333,      20.000,      36.382,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   240,   244,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8040,   235,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   246,   248,      34.000,      61.849,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   236,   227,     363.000,     660.333,      20.000,      36.382,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   237,   246,     320.000,     582.112,      63.000,     114.603,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7021,   254,      85.000,     154.624,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   127,   255,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   255,   256,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   144,   267,     115.000,     209.197,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   267,   268,     115.000,     209.197,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7024,   269,      69.000,     125.518,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7040,   271,      80.000,     145.528,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   233,   272,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   272,   273,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   275,   274,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   276,   275,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   277,   276,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   230,   277,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   279,   278,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   280,   279,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   243,   280,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   283,   282,      18.000,      32.744,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   248,   283,      18.000,      32.744,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   248,   286,      16.000,      29.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   286,   287,      16.000,      29.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   242,   288,      16.000,      29.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   288,   289,      16.000,      29.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   312,   323,      29.000,      52.754,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   290,   325,      51.000,      92.774,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   327,   300,      42.000,      76.402,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   318,   322,      16.000,      29.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   292,   299,      57.000,     103.689,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   315,   294,      35.000,      63.669,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   296,   309,      21.000,      38.201,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   314,   327,      42.000,      76.402,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   298,   321,      58.000,     105.508,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   297,  7044,      51.000,      92.774,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   294,   320,      61.000,     110.965,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   329,   317,      29.000,      52.754,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   291,   326,      63.000,     114.603,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   302,   310,      29.000,      52.754,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   303,   295,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   307,   297,      51.000,      92.774,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   324,  7047,      30.000,      54.573,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   321,   324,      56.000,     101.870,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   319,   328,      21.000,      38.201,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   299,   298,      57.000,     103.689,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   295,   297,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   310,   311,      29.000,      52.754,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7045,   302,      64.000,     116.422,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   304,   313,      21.000,      38.201,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   323,   329,      29.000,      52.754,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   325,   306,      51.000,      92.774,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   324,   294,      26.000,      47.297,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   303,   314,      21.000,      38.201,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   302,   315,      36.000,      65.488,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   328,   304,      21.000,      38.201,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   320,  7048,      61.000,     110.965,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   306,   307,      51.000,      92.774,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   311,   312,      29.000,      52.754,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7043,   314,      21.000,      38.201,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   305,   291,      63.000,     114.603,     291.000,     529.358,     167.000,     303.790,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   322,   308,      16.000,      29.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   313,   296,      21.000,      38.201,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   319,   318,      16.000,      29.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   326,  7046,      63.000,     114.603,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   300,   316,     231.000,     420.212,      71.000,     129.156,     146.000,     265.589,       3.000,       5.457,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   308,   305,      71.000,     129.156,     222.000,     403.840,     177.000,     321.981,      11.000,      20.010,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   301,   293,      50.000,      90.955,     237.000,     431.127,     198.000,     360.182,       9.000,      16.372,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   290,   300,     229.000,     416.574,      29.000,      52.754,     149.000,     271.046,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8047,   305,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   317,   308,      53.000,      96.412,     225.000,     409.298,     177.000,     321.981,      10.000,      18.191,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   291,   290,      50.000,      90.955,     255.000,     463.871,     154.000,     280.141,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   292,   317,      21.000,      38.201,     229.000,     416.574,     186.000,     338.353,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   316,   301,     221.000,     402.021,      80.000,     145.528,     147.000,     267.408,       3.000,       5.457,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8046,   301,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7042,   319,      37.000,      67.307,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   309,   303,      21.000,      38.201,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   293,   292,      56.000,     101.870,     231.000,     420.212,     206.000,     374.735,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
UpNode,DownNode,PersonTravelDistanceTotal,PersonTripsTotal,PersonDelayTotal,PersonTravelTimeTotal,
Up Node,Down Node,Person Travel Distance Total,Person Trips Total,Person Delay Total,Person Travel Time Total,
     5,     2,     166.996,    1784.900,       0.000,     322.032,
     2,     4,      15.978,    1622.400,       1.952,      33.908,
     4,     9,     467.275,    1992.900,      71.434,    1005.983,
     9,     8,     169.824,    1786.200,       0.000,     330.027,
     8,     7,      21.677,    1612.000,       4.075,      47.428,
     7,     3,     245.290,    1977.300,      45.908,     536.488,
     3,     1,      20.791,    1770.600,       5.824,      47.407,
     1,     5,     195.122,    2081.300,      34.705,     424.948,
  8001,     5,       0.000,       0.000,       0.000,       0.000,
  8002,     9,       0.000,       0.000,       0.000,       0.000,
    22,     1,      14.300,     314.600,      10.768,      39.368,
    27,     4,      16.805,     374.400,       1.272,      34.883,
  7005,     7,      13.708,     360.100,       0.000,       9.945,
     8,  7006,       6.208,     171.600,       2.687,      15.102,
    25,    22,      14.004,     313.300,       0.000,      22.057,
     3,  7002,      10.450,     210.600,       3.973,      24.873,
     2,  7004,       6.802,     162.500,       2.603,      16.207,
  7001,    25,      10.351,     315.900,       0.000,       6.803,
  7003,    27,      12.808,     375.700,       0.000,       8.927,
    49,    42,      19.350,     166.400,       2.683,      41.383,
  8011,    46,       0.000,       0.000,       0.000,       0.000,
  7007,    45,      22.749,     230.100,       0.000,      29.163,
    44,  7008,       4.321,     139.100,       0.806,       9.447,
  7009,    43,      22.806,     274.300,       0.000,      28.903,
    42,  7010,       9.455,     166.400,       1.653,      20.562,
    45,    47,      16.151,     226.200,       2.256,      34.558,
    50,    47,      18.893,     263.900,      12.676,      50.462,
    53,    49,      11.881,     166.400,       3.906,      27.668,
    53,    44,       9.352,     139.100,       3.222,      21.927,
    43,    50,      31.595,     271.700,       2.914,      66.105,
    46,    47,     667.051,    2150.200,     206.290,    1540.392,
    53,    46,     404.661,    1305.200,      90.385,     899.708,
  8012,    54,       0.000,       0.000,       0.000,       0.000,
    54,    53,      83.348,    1612.000,    1639.481,    1806.177,
    47,    54,     136.015,    2640.300,      51.387,     323.418,
    59,    60,      19.402,    1280.500,       1.779,      40.582,
    58,    57,      28.119,    1788.800,       3.821,      60.060,
  8013,    56,       0.000,       0.000,       0.000,       0.000,
  8014,    62,       0.000,       0.000,       0.000,       0.000,
  7011,    88,      13.379,     321.100,       0.000,      10.638,
    87,  7012,       1.640,      78.000,       1.097,       4.377,
  7013,    84,       9.983,     344.500,       0.000,       6.543,
    81,  7014,      17.347,     872.300,      22.940,      57.633,
  7015,    83,      31.909,     280.800,       1.052,      64.870,
   109,    85,      38.260,     347.100,       1.849,      78.368,
    85,   100,       7.889,     347.100,       3.311,      19.088,
    88,   100,       7.479,     323.700,       0.000,      12.697,
   100,    60,      77.922,     809.900,      73.194,     229.038,
    59,    92,      12.505,     143.000,       7.772,      32.782,
    92,    87,       1.093,      78.000,       0.999,       3.185,
    84,    57,      28.275,     339.300,      12.155,      68.705,
    83,    57,      24.145,     280.800,      22.279,      70.568,
    58,    91,      25.393,     353.600,       9.469,      60.255,
   101,    90,       1.336,      87.100,       0.000,       2.665,
    91,   101,       2.091,     178.100,       0.411,       4.593,
    91,    82,       2.277,     176.800,       1.079,       5.633,
    90,    94,       3.712,      87.100,       0.000,       7.410,
   101,    81,       1.223,      89.700,       0.804,       3.250,
    94,    89,      60.546,    1522.300,     119.300,     240.392,
    89,    81,       9.618,     781.300,      24.747,      43.983,
    89,    82,      13.473,     741.000,      39.138,      66.083,
    93,   100,      11.057,     141.700,       0.000,      20.670,
  8019,    93,       0.000,       0.000,       0.000,       0.000,
  8020,    94,       0.000,       0.000,       0.000,       0.000,
    62,    58,     221.949,    2142.400,       0.000,     439.703,
    60,    62,     215.770,    2090.400,      37.456,     468.997,
    57,    56,     395.339,    2407.600,      64.029,     854.707,
    56,    59,     236.381,    1431.300,       0.000,     470.903,
    82,  7016,     107.357,     921.700,      45.351,     260.065,
    92,    86,       0.911,      65.000,       0.215,       2.037,
    86,  7018,       7.103,      65.000,       0.982,      15.188,
  7017,   108,       5.350,     344.500,       0.000,       5.742,
   110,   109,       4.715,     345.800,       0.000,       7.518,
   108,   110,       5.305,     345.800,       0.000,       7.410,
  8031,   202,       0.000,       0.000,       0.000,       0.000,
  8032,   208,       0.000,       0.000,       0.000,       0.000,
   212,   211,      13.696,     569.400,      22.333,      49.725,
   208,   212,      21.077,     570.700,       0.000,      30.377,
   211,   152,       3.962,     271.700,      13.764,      21.688,
   152,   196,      10.444,     525.200,       3.096,      23.985,
   196,   202,      22.281,     525.200,       2.649,      47.212,
   202,   209,      30.358,     712.400,       0.000,      47.017,
   209,   210,      16.220,     713.700,       3.829,      36.270,
   210,   200,       4.209,     336.700,       0.813,       9.230,
   200,   207,      13.665,     568.100,       2.918,      30.247,
   207,   208,      20.551,     568.100,       2.384,      43.485,
   197,   152,       6.027,     132.600,       6.860,      18.915,
  7037,   152,       5.015,     120.900,       0.000,       4.225,
  7036,   198,      10.231,     137.800,       0.000,       8.970,
  7034,   214,       6.239,     133.900,       0.000,       4.268,
  8034,   151,       0.000,       0.000,       0.000,       0.000,
   199,   200,       4.874,     139.100,       0.067,       9.815,
   210,  7031,       8.273,     195.000,       2.435,      18.980,
   213,   206,       3.717,     132.600,       0.410,       7.843,
   151,  7032,       3.918,     141.700,       0.000,       6.002,
  7033,   150,       7.177,     137.800,       0.000,       6.218,
   203,  7035,       3.172,     146.900,       0.482,       6.825,
   211,  7029,       7.107,     149.500,       1.906,      16.120,
   204,  7038,       4.586,     180.700,       0.340,       9.512,
   201,   200,       3.549,      92.300,       0.421,       7.518,
   206,   197,       2.989,     132.600,       0.393,       6.370,
   210,   204,       6.584,     182.000,       0.374,      13.542,
   211,   203,       7.122,     146.900,       0.163,      14.408,
   198,   199,       3.941,     137.800,       0.000,       5.612,
   205,   213,       7.409,     132.600,       0.000,      13.953,
  7030,   201,       2.150,      92.300,       0.000,       1.647,
   214,   205,       4.260,     133.900,       0.000,       6.110,
   134,   129,      24.897,     605.800,       0.000,      37.050,
   126,   125,       6.573,     488.800,       0.000,      12.870,
   129,   126,      21.409,     604.500,       4.826,      47.645,
   125,   131,      37.635,     752.700,       3.770,      79.040,
   131,   133,      23.624,     751.400,       2.781,      50.028,
   133,   132,      22.802,     712.400,       0.000,      33.085,
   132,   127,      30.763,     712.400,       7.656,      69.182,
   127,   128,       6.835,     633.100,       0.436,      14.105,
   128,   130,      37.667,     872.300,       0.087,      75.422,
   130,   134,      37.061,     869.700,       2.838,      76.960,
  8025,   133,       0.000,       0.000,       0.000,       0.000,
  8026,   134,       0.000,       0.000,       0.000,       0.000,
   126,  7019,       2.151,      54.600,       0.000,       4.247,
   139,  7020,       1.985,      62.400,       0.081,       4.052,
   126,   139,       2.435,      62.400,       0.158,       5.027,
   254,   125,       3.537,     110.500,       0.000,       4.398,
   141,   125,       4.696,     152.100,       0.641,      10.032,
  7022,   140,      11.481,     150.800,       0.000,      10.595,
   140,   141,       4.427,     150.800,       0.000,       6.652,
   127,  7023,       3.034,      79.300,       1.017,       7.085,
   269,   128,       2.990,      89.700,       0.000,       3.878,
   256,  7025,       0.000,       0.000,       0.000,       0.000,
   268,   128,       5.361,     148.200,       0.000,      10.443,
  7026,   144,      12.081,     150.800,       0.000,      11.440,
   282,   239,       0.461,      23.400,       0.140,       1.062,
   289,   241,       0.374,      20.800,       0.313,       1.062,
   240,   239,       5.646,      50.700,       0.234,      11.527,
   287,   242,       0.402,      20.800,       0.000,       0.802,
   271,   233,       1.911,     104.000,       0.000,       2.578,
   233,   231,      19.281,     101.400,       0.611,      39.173,
   239,  7039,       1.698,      74.100,       0.590,       3.987,
   238,   245,      33.399,     570.700,       0.000,      60.212,
   245,   243,      55.210,     518.700,       1.141,     111.562,
   243,   231,      54.680,     517.400,       4.932,     114.292,
   231,   247,      29.658,     621.400,       1.525,      60.840,
   247,   229,      26.974,     427.700,       0.000,      46.085,
   229,   241,      33.245,     378.300,       2.129,      68.618,
   241,   228,      40.910,     397.800,       6.146,      87.967,
   228,   238,      32.145,     499.200,       0.709,      65.000,
  8039,   238,       0.000,       0.000,       0.000,       0.000,
  8041,   247,       0.000,       0.000,       0.000,       0.000,
  7041,   228,       3.579,     102.700,       0.000,       2.340,
   245,  7027,       1.383,      50.700,       0.745,       3.510,
   229,   240,       1.450,      50.700,       0.025,       2.925,
   232,   237,      32.713,     499.200,       4.103,      69.528,
   234,  7028,       4.753,     456.300,       6.202,      15.708,
   235,   236,       8.393,     497.900,       0.000,       8.298,
   246,   244,      38.839,     453.700,       5.586,      83.265,
   273,   232,       0.000,       0.000,       0.000,       0.000,
   278,   230,       0.000,       0.000,       0.000,       0.000,
   244,   234,      18.580,     456.300,      13.388,      50.548,
   274,   232,       0.000,       0.000,       0.000,       0.000,
