CUMULATIVE NETSIM STATISTICS AT TIME 13:57: 0
ELAPSED TIME IS  0:33: 0 ( 1980 SECONDS),    TIME PERIOD  1 ELAPSED TIME IS 1980 SECONDS
UpNode,DownNode,TravelDistanceTotal,Trips,MoveTimeTotal,DelayTravelTotal,TravelTimeTotal,MoveTimePerTravelTimeRatio,TravelTimePerDistanceTraveled,DelayTravelPerDistanceTraveled,TravelTimePerVehicle,DelayTravelPerVehicle,DelayControlPerVehicle,DelayQueuePerVehicle,DelayStopPerVehicle,StoppedVehiclesPercent,Volume,SpeedAverage,
Up Node,Down Node,Travel Distance Total,Trips,Move Time Total,Delay Travel Total,Travel Time Total,Move Time Per Travel Time Ratio,Travel Time Per DistanceT raveled,Delay Travel Per Distance Traveled,Travel Time Per Vehicle,Delay Travel Per Vehicle,Delay Control Per Vehicle,Delay Queue Per Vehicle,Delay Stop Per Vehicle,Stopped Vehicles Percent,Volume,Speed Average,
  7004,    20,     138.000,     139.000,       0.000,       0.000,       0.344,       7.069,      11.361,       4.602,       2.643,       1.959,       0.574,       1.607,       0.684,     269.422,       7.217,      37.333,
    20,    12,     139.000,     139.000,       0.000,       0.000,       0.318,       8.266,      10.500,       4.532,       3.294,       1.239,       0.727,       1.270,       0.347,     252.855,       5.353,      47.236,
    10,    23,    2636.000,    2637.000,     348.000,       7.000,       7.066,     223.107,     233.070,       5.306,       4.689,       0.618,       0.884,       1.045,       0.122,    1305.858,      22.736,      57.435,
    23,    24,    2637.000,    2636.000,      73.000,       3.000,       3.863,     124.838,     127.430,       2.900,       2.622,       0.278,       0.904,       1.021,       0.098,    1598.732,      27.199,      58.780,
    16,    67,    2747.000,    2746.000,     401.000,      18.000,      17.423,     595.673,     574.668,      12.355,      11.822,       0.534,       0.957,       0.965,       0.042,    1692.208,      27.209,      62.193,
    17,    68,    2643.000,    2642.000,     336.000,       4.000,       4.987,     145.175,     164.485,       3.734,       3.042,       0.692,       0.815,       1.133,       0.210,    1327.983,      25.077,      52.956,
  7002,    26,     171.000,     172.000,       0.000,       0.000,       0.316,       6.197,      10.420,       3.306,       1.815,       1.491,       0.549,       1.682,       0.758,     344.052,       9.642,      35.682,
    11,    28,     266.000,     266.000,       0.000,       0.000,       0.318,      10.025,      10.487,       2.365,       2.087,       0.278,       0.882,       1.046,       0.123,     483.881,       8.436,      57.359,
    18,    29,     243.000,     244.000,       0.000,       0.000,       0.506,      15.752,      16.677,       4.102,       3.577,       0.526,       0.872,       1.059,       0.136,     443.692,       7.829,      56.674,
    19,    30,     172.000,     172.000,       0.000,       0.000,       0.116,       3.192,       3.823,       1.334,       1.028,       0.306,       0.771,       1.197,       0.274,     312.885,       6.244,      50.107,
    36,    31,    2197.000,    2197.000,     275.000,       3.000,       3.774,     126.196,     124.476,       3.194,       2.990,       0.205,       0.936,       0.986,       0.063,    1417.654,      23.305,      60.829,
    31,    32,    2324.000,    2322.000,     242.000,       6.000,       5.323,     158.860,     175.567,       4.534,       3.787,       0.747,       0.835,       1.105,       0.182,    1189.265,      21.906,      54.290,
    32,    33,    2322.000,    2323.000,      51.000,       3.000,       4.308,     143.081,     142.106,       3.668,       3.409,       0.259,       0.929,       0.993,       0.070,    1409.513,      23.332,      60.412,
    33,    34,    2323.000,    2326.000,     246.000,       1.000,       2.432,      81.448,      80.219,       2.071,       1.941,       0.130,       0.937,       0.985,       0.062,    1194.348,      19.605,      60.919,
    34,    35,    2104.000,    2104.000,      13.000,       3.000,       2.699,      93.190,      89.026,       2.540,       2.455,       0.086,       0.966,       0.955,       0.032,    1275.040,      20.301,      62.807,
    41,    40,    1924.000,    1924.000,     499.000,       3.000,       3.547,     121.626,     116.992,       3.443,       3.304,       0.139,       0.960,       0.962,       0.039,    1117.898,      17.922,      62.377,
    40,    39,    1726.000,    1726.000,      51.000,       4.000,       3.638,     126.188,     120.003,       4.171,       4.049,       0.122,       0.971,       0.951,       0.028,    1046.651,      16.589,      63.093,
    39,    38,    1836.000,    1832.000,     146.000,       7.000,       3.428,     111.206,     113.057,       3.697,       3.357,       0.340,       0.908,       1.017,       0.094,     920.787,      15.602,      59.017,
    38,    37,    1832.000,    1831.000,      24.000,       4.000,       3.834,     130.513,     126.451,       4.140,       3.944,       0.196,       0.953,       0.969,       0.046,    1111.313,      17.945,      61.927,
    40,  7007,     198.000,     198.000,       0.000,       0.000,       0.284,       9.562,       9.360,       2.836,       2.675,       0.161,       0.943,       0.979,       0.056,     360.182,       5.876,      61.299,
  7008,    48,     110.000,     110.000,       0.000,       0.000,       0.196,       3.812,       6.460,       3.177,       1.731,       1.446,       0.545,       1.694,       0.771,     221.930,       6.267,      35.413,
    48,    39,     110.000,     110.000,       0.000,       0.000,       0.182,       4.333,       6.007,       3.277,       2.182,       1.095,       0.666,       1.386,       0.463,     200.101,       4.623,      43.280,
    52,  7009,     222.000,     222.000,       0.000,       0.000,       0.144,       4.667,       4.755,       1.285,       1.164,       0.121,       0.906,       1.019,       0.096,     403.840,       6.858,      58.884,
    55,    51,     127.000,     127.000,       0.000,       0.000,       0.143,       3.079,       4.721,       2.231,       1.343,       0.888,       0.602,       1.533,       0.610,     231.026,       5.905,      39.126,
    51,    31,     127.000,     127.000,       0.000,       0.000,       0.140,       2.646,       4.626,       2.186,       1.154,       1.032,       0.528,       1.748,       0.825,     231.026,       6.732,      34.316,
    34,    52,     222.000,     222.000,       0.000,       0.000,       0.192,       6.307,       6.344,       1.715,       1.573,       0.141,       0.918,       1.006,       0.083,     403.840,       6.770,      59.650,
  7010,    55,     128.000,     127.000,       0.000,       1.000,       0.348,       6.842,      11.481,       5.072,       2.790,       2.282,       0.550,       1.678,       0.755,     247.055,       6.909,      35.756,
    61,    63,    2197.000,    2197.000,     304.000,       2.000,       2.368,      78.642,      78.112,       2.133,       1.983,       0.151,       0.929,       0.993,       0.070,    1132.454,      18.747,      60.407,
    63,    64,    1985.000,    1984.000,     147.000,       5.000,       4.138,     134.169,     136.478,       4.127,       3.745,       0.382,       0.907,       1.017,       0.094,    1203.247,      20.399,      58.985,
    64,    65,    2714.000,    2717.000,    1004.000,       8.000,       9.383,     209.451,     309.481,       6.834,       4.269,       2.565,       0.625,       1.478,       0.555,    1467.359,      36.136,      40.607,
    65,    66,    2717.000,    2716.000,      98.000,       4.000,       2.641,      76.159,      87.112,       1.924,       1.552,       0.371,       0.807,       1.144,       0.221,    1647.522,      31.407,      52.456,
    66,    69,    2716.000,    2719.000,     388.000,       4.000,       6.979,     217.797,     230.184,       5.080,       4.437,       0.643,       0.873,       1.057,       0.134,    1528.058,      26.916,      56.771,
    69,    70,    2469.000,    2470.000,      75.000,       4.000,       5.232,     173.527,     172.553,       4.192,       3.892,       0.301,       0.928,       0.994,       0.071,    1497.488,      24.818,      60.339,
    70,    71,    2517.000,    2520.000,     135.000,       7.000,       7.559,     250.910,     249.328,       5.940,       5.517,       0.422,       0.929,       0.994,       0.071,    1436.206,      23.786,      60.381,
    95,    74,    2747.000,    2740.000,     431.000,      16.000,       9.532,     275.995,     314.398,       6.641,       5.381,       1.260,       0.810,       1.139,       0.216,    1722.478,      32.702,      52.671,
    74,    75,    2740.000,    2737.000,     134.000,       8.000,       5.823,     117.193,     192.074,       4.209,       2.371,       1.838,       0.563,       1.639,       0.716,    1660.215,      45.350,      36.609,
    75,    76,    2478.000,    2474.000,      85.000,       5.000,       2.252,      67.078,      74.274,       1.799,       1.500,       0.299,       0.834,       1.107,       0.184,    1501.808,      27.715,      54.187,
    76,    77,    2536.000,    2534.000,     482.000,       4.000,       2.698,      84.485,      88.977,       2.106,       1.846,       0.260,       0.876,       1.053,       0.130,    1152.654,      20.232,      56.971,
    75,  7011,     259.000,     259.000,       0.000,       0.000,       0.327,       9.811,      10.792,       2.500,       2.098,       0.402,       0.839,       1.100,       0.177,     471.147,       8.638,      54.544,
  7012,    96,      61.000,      61.000,       0.000,       0.000,       0.082,       1.490,       2.692,       2.279,       1.164,       1.114,       0.511,       1.807,       0.884,     128.958,       3.883,      33.211,
    96,    76,      61.000,      62.000,       0.000,       0.000,       0.066,       1.519,       2.193,       2.132,       1.364,       0.768,       0.640,       1.443,       0.520,     112.246,       2.700,      41.574,
    77,    78,    2534.000,    2530.000,     273.000,      11.000,       8.734,     285.147,     288.069,       6.831,       6.241,       0.589,       0.914,       1.010,       0.087,    1150.755,      19.376,      59.392,
    78,    79,    2530.000,    2531.000,      76.000,       3.000,       3.224,     102.053,     106.347,       2.522,       2.234,       0.288,       0.886,       1.042,       0.119,    1150.479,      19.981,      57.578,
    79,    80,    2245.000,    2244.000,      41.000,       2.000,       1.649,      48.032,      54.386,       1.454,       1.185,       0.269,       0.815,       1.132,       0.209,    1360.890,      25.682,      52.990,
    79,  7013,     286.000,     286.000,       0.000,       0.000,       0.269,       8.667,       8.877,       1.862,       1.678,       0.184,       0.901,       1.024,       0.101,     520.263,       8.882,      58.577,
  7014,    97,     706.000,     707.000,       0.000,       1.000,       1.262,      16.989,      41.627,       3.035,       1.143,       1.892,       0.377,       2.450,       1.527,    1497.010,      61.135,      24.487,
    97,    80,     707.000,     706.000,       0.000,       1.000,       1.204,      14.048,      39.727,       3.374,       1.101,       2.273,       0.326,       2.828,       1.905,    1285.055,      60.567,      21.217,
    80,    73,    2950.000,    2949.000,    1099.000,      11.000,      14.854,     379.046,     489.939,       9.959,       7.112,       2.847,       0.714,       1.293,       0.369,    1629.670,      35.107,      46.420,
    72,    61,    2197.000,    2197.000,     428.000,       3.000,       3.196,     106.722,     105.423,       2.672,       2.497,       0.175,       0.934,       0.988,       0.065,    1435.642,      23.636,      60.739,
    63,  7015,     212.000,     212.000,       0.000,       0.000,       0.488,      15.418,      16.111,       4.560,       4.028,       0.532,       0.883,       1.045,       0.122,     385.649,       6.716,      57.418,
    98,    64,     728.000,     730.000,       0.000,       0.000,       1.753,      31.454,      57.827,       4.763,       2.392,       2.372,       0.502,       1.838,       0.915,    1325.067,      40.601,      32.637,
    69,  7017,     250.000,     250.000,       0.000,       1.000,       0.414,      13.117,      13.651,       3.276,       2.906,       0.370,       0.887,       1.041,       0.118,     454.843,       7.889,      57.654,
    99,    70,      47.000,      47.000,       0.000,       0.000,       0.078,       1.522,       2.557,       3.264,       1.794,       1.471,       0.549,       1.680,       0.757,      85.498,       2.394,      35.715,
  7016,    98,     730.000,     728.000,       0.000,       2.000,       1.351,      23.473,      44.569,       3.280,       1.594,       1.685,       0.486,       1.899,       0.976,    1483.244,      46.938,      31.600,
  7018,    99,      47.000,      47.000,       0.000,       0.000,       0.110,       2.199,       3.612,       4.275,       2.402,       1.873,       0.562,       1.643,       0.720,      92.219,       2.525,      36.520,
NETWORK STATISTICS,
TravelDistanceTotal,TravelTimeTotal,MoveTimePerTravelTimeRatio,ContentAverage,ContentCurrent,SpeedAverage,DelayTravelTotal,TravelTimePerDistanceTraveled,DelayTravelPerDistanceTraveled,
Travel Distance Total,Travel Time Total,Move Time Per Travel Time Ratio,Content Average,Content Current,Speed Average,Delay Travel Total,Travel Time Per Vehicle Mile,Delay Travel Per Vehicle Mile,
    6434.089,    6961.948,       0.857,     211.075,     213.000,      55.451,     992.909,       1.082,       0.154,
LINK STATISTICS BY LANE,
UpNode,DownNode,Lane,VehiclesEnteringHOVLane,VehiclesExitingHOVLane,ContentCurrent,Volume,ViolatorVolume,TravelTimePerVehicle,MoveTimePerVehicle,DelayTravelAverage,PersonTravelTimeTotal,PersonMoveTimeTotal,PersonDelayPerPerson,SpeedAverage,
Up Node,Down Node,Lane,Vehicles Entering HOV Lane,Vehicles Exiting HOV Lane,Content Current,Volume,Violator Volume,Travel Time Average,Move Time Average,Delay Travel Average,Person Travel Time Total,Person Move Time Total,Person Delay Average,Speed Average,
    68,    15,     1,       0.000,       0.000,       4.000,    1398.839,       0.000,       7.467,       6.679,       0.787,       5.744,       5.138,       0.606,      57.346,
    68,    15,     2,       0.000,       0.000,       3.000,    1783.589,       0.000,       7.074,       6.664,       0.410,       5.442,       5.126,       0.315,      60.527,
    68,    15,     3,       0.000,       0.000,       5.000,    1619.862,       0.000,       6.983,       6.663,       0.320,       5.371,       5.125,       0.246,      61.321,
    14,     6,     1,       0.000,       0.000,       2.000,    1741.800,       0.000,       3.951,       3.742,       0.209,       3.039,       2.878,       0.161,      61.607,
    14,     6,     2,       0.000,       0.000,       2.000,    1646.233,       0.000,       4.113,       3.716,       0.397,       3.164,       2.858,       0.305,      59.181,
    14,     6,     3,       0.000,       0.000,       2.000,    1571.327,       0.000,       3.987,       3.742,       0.245,       3.067,       2.878,       0.189,      61.046,
    14,     6,     9,       0.000,       0.000,       0.000,     286.762,       0.000,       3.984,       3.802,       0.182,       3.065,       2.925,       0.140,      61.098,
     6,    10,     1,       0.000,       0.000,       1.000,    1581.291,       0.000,       4.346,       4.138,       0.208,       3.343,       3.183,       0.160,      61.809,
     6,    10,     2,       0.000,       0.000,       1.000,    1477.410,       0.000,       4.346,       4.129,       0.217,       3.343,       3.176,       0.167,      61.809,
     6,    10,     3,       0.000,       0.000,       2.000,    1423.412,       0.000,       4.303,       4.162,       0.141,       3.310,       3.201,       0.109,      62.432,
    24,    11,     1,       0.000,       0.000,       1.000,    1439.132,       0.000,       2.325,       2.053,       0.272,       1.789,       1.579,       0.210,      56.884,
    24,    11,     2,       0.000,       0.000,       0.000,    1614.132,       0.000,       2.215,       2.045,       0.171,       1.704,       1.573,       0.131,      59.710,
    24,    11,     3,       0.000,       0.000,       2.000,    1464.092,       0.000,       2.108,       2.040,       0.068,       1.621,       1.569,       0.052,      62.751,
    24,    11,     9,       0.000,       0.000,       0.000,     279.530,       0.000,       2.359,       2.037,       0.322,       1.815,       1.567,       0.248,      56.065,
    11,    12,     1,       0.000,       0.000,       4.000,    1179.635,       0.000,       4.227,       3.786,       0.441,       3.252,       2.913,       0.339,      58.224,
    11,    12,     2,       0.000,       0.000,       2.000,    1658.076,       0.000,       4.001,       3.803,       0.198,       3.078,       2.925,       0.152,      61.521,
    11,    12,     3,       0.000,       0.000,       1.000,    1474.874,       0.000,       3.939,       3.800,       0.139,       3.030,       2.923,       0.107,      62.493,
    12,    13,     1,       0.000,       0.000,       2.000,    1286.030,       0.000,       5.196,       4.123,       1.074,       3.997,       3.171,       0.826,      50.779,
    12,    13,     2,       0.000,       0.000,       2.000,    1699.893,       0.000,       4.288,       4.097,       0.191,       3.298,       3.152,       0.147,      61.537,
    12,    13,     3,       0.000,       0.000,       2.000,    1513.376,       0.000,       4.239,       4.090,       0.149,       3.261,       3.146,       0.115,      62.243,
    12,    13,     9,       0.000,       0.000,       0.000,      63.165,       0.000,      10.577,       4.891,       5.686,       8.226,       3.804,       4.422,      24.947,
    67,    18,     1,       0.000,       0.000,       0.000,    1532.040,       0.000,       4.057,       3.486,       0.570,       3.120,       2.682,       0.439,      55.969,
    67,    18,     2,       0.000,       0.000,       2.000,    1759.592,       0.000,       4.110,       3.491,       0.619,       3.162,       2.686,       0.476,      55.240,
    67,    18,     3,       0.000,       0.000,       2.000,    1557.291,       0.000,       3.646,       3.516,       0.129,       2.804,       2.705,       0.099,      62.279,
    67,    18,     9,       0.000,       0.000,       0.000,     150.755,       0.000,       4.323,       3.518,       0.804,       3.325,       2.707,       0.619,      52.522,
    18,    17,     1,       0.000,       0.000,       1.000,    1547.046,       0.000,       0.764,       0.667,       0.097,       0.588,       0.513,       0.074,      57.107,
    18,    17,     2,       0.000,       0.000,       0.000,    2460.946,       0.000,       0.739,       0.673,       0.066,       0.569,       0.517,       0.051,      59.038,
    18,    17,     3,       0.000,       0.000,       0.000,    2270.924,       0.000,       0.702,       0.673,       0.029,       0.540,       0.518,       0.022,      62.148,
     6,  7001,     1,       0.000,       0.000,       1.000,     516.110,       0.000,       3.530,       3.361,       0.169,       2.715,       2.585,       0.130,      60.840,
    30,    10,     1,       0.000,       0.000,       0.000,     312.885,       0.000,       1.519,       1.315,       0.204,       1.169,       1.012,       0.157,      51.616,
    28,  7003,     1,       0.000,       0.000,       0.000,     483.881,       0.000,       1.461,       1.322,       0.138,       1.124,       1.017,       0.107,      56.477,
    29,  7005,     1,       0.000,       0.000,       0.000,     444.566,       0.000,       3.250,       2.980,       0.270,       2.500,       2.292,       0.208,      58.528,
  7006,    21,     1,       0.000,       0.000,       0.000,     175.396,       0.000,       6.055,       3.508,       2.547,       4.658,       2.699,       1.959,      38.733,
  7006,    21,     2,       0.000,       0.000,       0.000,      84.877,       0.000,       6.073,       3.503,       2.570,       4.672,       2.695,       1.977,      38.618,
    21,    17,     1,       0.000,       0.000,       0.000,     178.246,       0.000,       5.781,       3.854,       1.927,       4.447,       2.965,       1.482,      41.277,
    21,    17,     2,       0.000,       0.000,       0.000,      69.472,       0.000,       5.881,       3.825,       2.056,       4.524,       2.942,       1.581,      40.580,
    26,    19,     1,       0.000,       0.000,       0.000,     312.885,       0.000,       2.875,       2.090,       0.785,       2.212,       1.608,       0.604,      45.528,
  7004,    20,     1,       0.000,       0.000,       0.000,     269.422,       0.000,       4.602,       2.535,       2.067,       3.540,       1.950,       1.590,      37.333,
    20,    12,     1,       0.000,       0.000,       0.000,     252.855,       0.000,       4.532,       3.500,       1.033,       3.486,       2.692,       0.794,      47.236,
    10,    23,     1,       0.000,       0.000,       3.000,    1753.617,       0.000,       5.832,       4.659,       1.173,       4.486,       3.584,       0.902,      52.259,
    10,    23,     2,       0.000,       0.000,       2.000,    1522.630,       0.000,       4.923,       4.677,       0.246,       3.787,       3.598,       0.190,      61.904,
    10,    23,     3,       0.000,       0.000,       1.000,    1420.948,       0.000,       4.814,       4.713,       0.101,       3.703,       3.625,       0.077,      63.314,
    10,    23,     9,       0.000,       0.000,       1.000,      96.760,       0.000,       9.046,       5.113,       3.933,       6.959,       3.933,       3.025,      33.690,
    23,    24,     1,       0.000,       0.000,       1.000,    1764.922,       0.000,       3.137,       2.645,       0.492,       2.413,       2.034,       0.379,      54.334,
    23,    24,     2,       0.000,       0.000,       1.000,    1588.210,       0.000,       2.815,       2.622,       0.193,       2.165,       2.017,       0.148,      60.549,
    23,    24,     3,       0.000,       0.000,       1.000,    1443.050,       0.000,       2.703,       2.631,       0.072,       2.079,       2.024,       0.055,      63.062,
    16,    67,     1,       0.000,       0.000,       7.000,    1789.828,       0.000,      12.568,      11.830,       0.738,       9.668,       9.100,       0.567,      61.140,
    16,    67,     2,       0.000,       0.000,       5.000,    1725.587,       0.000,      12.252,      11.798,       0.454,       9.425,       9.075,       0.349,      62.717,
    16,    67,     3,       0.000,       0.000,       6.000,    1561.144,       0.000,      12.226,      11.931,       0.295,       9.404,       9.178,       0.227,      62.852,
    17,    68,     1,       0.000,       0.000,       2.000,    1346.481,       0.000,       4.346,       3.012,       1.334,       3.343,       2.317,       1.026,      45.500,
    17,    68,     2,       0.000,       0.000,       2.000,    1816.722,       0.000,       3.370,       3.057,       0.313,       2.593,       2.352,       0.241,      58.665,
    17,    68,     3,       0.000,       0.000,       0.000,    1596.129,       0.000,       3.214,       3.063,       0.151,       2.473,       2.356,       0.116,      61.511,
    17,    68,     9,       0.000,       0.000,       0.000,      31.746,       0.000,      21.605,       5.690,      15.915,      18.320,       4.825,      13.495,       9.152,
    17,    68,    10,       0.000,       0.000,       0.000,      17.099,       0.000,      13.931,       7.216,       6.716,      11.321,       5.864,       5.458,      14.193,
  7002,    26,     1,       0.000,       0.000,       0.000,     344.052,       0.000,       3.306,       1.654,       1.651,       2.543,       1.273,       1.270,      35.682,
    11,    28,     1,       0.000,       0.000,       0.000,     483.881,       0.000,       2.365,       2.094,       0.271,       1.820,       1.611,       0.209,      57.359,
    18,    29,     1,       0.000,       0.000,       0.000,     443.692,       0.000,       4.102,       3.621,       0.481,       3.156,       2.786,       0.370,      56.674,
    19,    30,     1,       0.000,       0.000,       0.000,     312.885,       0.000,       1.334,       1.055,       0.279,       1.026,       0.811,       0.214,      50.107,
    36,    31,     1,       0.000,       0.000,       1.000,    1448.373,       0.000,       3.309,       2.963,       0.346,       2.545,       2.280,       0.266,      58.723,
    36,    31,     2,       0.000,       0.000,       1.000,    1420.208,       0.000,       3.167,       2.988,       0.178,       2.436,       2.299,       0.137,      61.363,
    36,    31,     3,       0.000,       0.000,       1.000,    1384.353,       0.000,       3.103,       2.986,       0.118,       2.387,       2.297,       0.090,      62.619,
    31,    32,     1,       0.000,       0.000,       3.000,    1517.221,       0.000,       4.831,       3.772,       1.059,       3.716,       2.902,       0.815,      50.946,
    31,    32,     2,       0.000,       0.000,       2.000,    1374.089,       0.000,       4.003,       3.808,       0.195,       3.079,       2.929,       0.150,      61.485,
    31,    32,     3,       0.000,       0.000,       1.000,    1265.053,       0.000,       3.866,       3.800,       0.065,       2.974,       2.923,       0.050,      63.669,
    31,    32,     9,       0.000,       0.000,       0.000,      70.285,       0.000,      25.133,       9.268,      15.865,      23.703,       8.740,      14.962,       9.793,
    32,    33,     1,       0.000,       0.000,       1.000,    1587.756,       0.000,       3.883,       3.445,       0.438,       2.987,       2.650,       0.337,      57.060,
    32,    33,     2,       0.000,       0.000,       1.000,    1363.410,       0.000,       3.608,       3.435,       0.173,       2.775,       2.642,       0.133,      61.420,
    32,    33,     3,       0.000,       0.000,       1.000,    1277.346,       0.000,       3.465,       3.413,       0.051,       2.665,       2.626,       0.039,      63.960,
    33,    34,     1,       0.000,       0.000,       0.000,    1323.107,       0.000,       2.096,       1.958,       0.137,       1.612,       1.506,       0.106,      60.189,
    33,    34,     2,       0.000,       0.000,       1.000,    1360.023,       0.000,       2.117,       1.953,       0.164,       1.628,       1.502,       0.126,      59.592,
    33,    34,     3,       0.000,       0.000,       0.000,    1290.692,       0.000,       1.983,       1.943,       0.040,       1.525,       1.494,       0.031,      63.615,
    33,    34,     9,       0.000,       0.000,       0.000,     254.824,       0.000,       2.138,       1.949,       0.189,       1.645,       1.499,       0.146,      58.987,
    34,    35,     1,       0.000,       0.000,       1.000,    1167.511,       0.000,       2.552,       2.480,       0.072,       1.963,       1.908,       0.055,      62.513,
    34,    35,     2,       0.000,       0.000,       1.000,    1356.371,       0.000,       2.562,       2.488,       0.074,       1.971,       1.914,       0.057,      62.268,
    34,    35,     3,       0.000,       0.000,       1.000,    1301.227,       0.000,       2.507,       2.467,       0.040,       1.928,       1.898,       0.030,      63.648,
    41,    40,     1,       0.000,       0.000,       2.000,    1234.970,       0.000,       3.456,       3.314,       0.142,       2.659,       2.549,       0.110,      62.139,
    41,    40,     2,       0.000,       0.000,       0.000,    1200.594,       0.000,       3.443,       3.344,       0.099,       2.649,       2.573,       0.076,      62.373,
    41,    40,     3,       0.000,       0.000,       1.000,    1130.880,       0.000,       3.429,       3.313,       0.116,       2.638,       2.549,       0.089,      62.627,
    41,    40,     9,       0.000,       0.000,       0.000,     142.121,       0.000,       3.437,       3.329,       0.108,       2.644,       2.561,       0.083,      62.484,
    40,    39,     1,       0.000,       0.000,       0.000,     966.569,       0.000,       4.213,       4.072,       0.141,       3.241,       3.132,       0.109,      62.472,
    40,    39,     2,       0.000,       0.000,       2.000,    1124.708,       0.000,       4.170,       4.114,       0.056,       3.208,       3.165,       0.043,      63.106,
    40,    39,     3,       0.000,       0.000,       2.000,    1048.670,       0.000,       4.134,       4.076,       0.059,       3.180,       3.135,       0.045,      63.660,
    39,    38,     1,       0.000,       0.000,       3.000,    1057.141,       0.000,       4.001,       3.347,       0.654,       3.078,       2.575,       0.503,      54.532,
    39,    38,     2,       0.000,       0.000,       2.000,    1175.390,       0.000,       3.471,       3.405,       0.066,       2.670,       2.619,       0.051,      62.858,
    39,    38,     3,       0.000,       0.000,       1.000,    1050.932,       0.000,       3.411,       3.375,       0.036,       2.624,       2.596,       0.028,      63.965,
    39,    38,     9,       0.000,       0.000,       1.000,      54.375,       0.000,       8.196,       4.108,       4.088,       6.305,       3.160,       3.145,      26.621,
    38,    37,     1,       0.000,       0.000,       1.000,    1088.335,       0.000,       4.320,       4.007,       0.313,       3.323,       3.082,       0.241,      59.345,
    38,    37,     2,       0.000,       0.000,       2.000,    1185.775,       0.000,       4.083,       4.009,       0.074,       3.141,       3.084,       0.057,      62.785,
    38,    37,     3,       0.000,       0.000,       1.000,    1059.797,       0.000,       4.018,       3.975,       0.043,       3.091,       3.058,       0.033,      63.802,
    40,  7007,     1,       0.000,       0.000,       0.000,     360.182,       0.000,       2.836,       2.717,       0.119,       2.182,       2.090,       0.092,      61.299,
  7008,    48,     1,       0.000,       0.000,       0.000,     221.930,       0.000,       3.177,       1.582,       1.595,       2.444,       1.217,       1.227,      35.413,
    48,    39,     1,       0.000,       0.000,       0.000,     200.101,       0.000,       3.277,       2.354,       0.923,       2.521,       1.810,       0.710,      43.280,
    52,  7009,     1,       0.000,       0.000,       0.000,     403.841,       0.000,       1.285,       1.207,       0.078,       0.989,       0.929,       0.060,      58.884,
    55,    51,     1,       0.000,       0.000,       0.000,     231.026,       0.000,       2.231,       1.361,       0.870,       1.716,       1.047,       0.669,      39.126,
    51,    31,     1,       0.000,       0.000,       0.000,     231.026,       0.000,       2.186,       1.348,       0.838,       1.681,       1.037,       0.644,      34.316,
    34,    52,     1,       0.000,       0.000,       0.000,     403.840,       0.000,       1.715,       1.570,       0.145,       1.319,       1.207,       0.112,      59.650,
  7010,    55,     1,       0.000,       0.000,       1.000,     247.055,       0.000,       5.072,       2.625,       2.448,       3.902,       2.019,       1.883,      35.756,
    61,    63,     1,       0.000,       0.000,       1.000,    1188.596,       0.000,       2.162,       1.974,       0.188,       1.663,       1.519,       0.144,      59.599,
    61,    63,     2,       0.000,       0.000,       0.000,    1413.772,       0.000,       2.143,       1.995,       0.148,       1.648,       1.535,       0.113,      60.136,
    61,    63,     3,       0.000,       0.000,       1.000,    1152.361,       0.000,       2.073,       1.992,       0.081,       1.594,       1.532,       0.062,      62.168,
    61,    63,     9,       0.000,       0.000,       0.000,     241.818,       0.000,       2.223,       2.004,       0.219,       1.710,       1.541,       0.168,      57.974,
    63,    64,     1,       0.000,       0.000,       1.000,     927.443,       0.000,       4.738,       3.662,       1.076,       3.645,       2.817,       0.828,      51.373,
    63,    64,     2,       0.000,       0.000,       3.000,    1521.791,       0.000,       3.964,       3.761,       0.204,       3.050,       2.893,       0.157,      61.398,
    63,    64,     3,       0.000,       0.000,       1.000,    1160.492,       0.000,       3.851,       3.757,       0.093,       2.962,       2.890,       0.072,      63.212,
    64,    65,     1,       0.000,       0.000,       4.000,    1894.650,       0.000,       9.013,       4.200,       4.813,       6.945,       3.236,       3.709,      30.790,
    64,    65,     2,       0.000,       0.000,       2.000,    1666.436,       0.000,       4.785,       4.266,       0.518,       3.680,       3.282,       0.399,      57.999,
    64,    65,     3,       0.000,       0.000,       2.000,    1201.147,       0.000,       4.383,       4.272,       0.111,       3.372,       3.286,       0.085,      63.310,
    64,    65,     9,       0.000,       0.000,       0.000,     180.617,       0.000,      21.186,       8.947,      12.240,      17.850,       7.538,      10.312,      13.098,
    65,    66,     1,       0.000,       0.000,       2.000,    1881.735,       0.000,       2.276,       1.610,       0.666,       1.751,       1.239,       0.512,      44.329,
    65,    66,     2,       0.000,       0.000,       1.000,    1796.840,       0.000,       1.776,       1.561,       0.216,       1.366,       1.200,       0.166,      56.812,
    65,    66,     3,       0.000,       0.000,       1.000,    1263.991,       0.000,       1.608,       1.544,       0.064,       1.237,       1.188,       0.049,      62.743,
    66,    69,     1,       0.000,       0.000,       1.000,    1636.116,       0.000,       5.617,       4.552,       1.064,       4.321,       3.502,       0.819,      51.348,
    66,    69,     2,       0.000,       0.000,       2.000,    1853.843,       0.000,       4.936,       4.480,       0.456,       3.797,       3.446,       0.351,      58.429,
    66,    69,     3,       0.000,       0.000,       1.000,    1329.033,       0.000,       4.604,       4.429,       0.175,       3.542,       3.407,       0.135,      62.641,
