CUMULATIVE NETSIM STATISTICS AT TIME 13:57: 0
ELAPSED TIME IS  0:33: 0 ( 1980 SECONDS),    TIME PERIOD  1 ELAPSED TIME IS 1980 SECONDS
UpNode,DownNode,TravelDistanceTotal,Trips,MoveTimeTotal,DelayTravelTotal,TravelTimeTotal,MoveTimePerTravelTimeRatio,TravelTimePerDistanceTraveled,DelayTravelPerDistanceTraveled,TravelTimePerVehicle,DelayTravelPerVehicle,DelayControlPerVehicle,DelayQueuePerVehicle,DelayStopPerVehicle,StoppedVehiclesPercent,Volume,SpeedAverage,
Up Node,Down Node,Travel Distance Total,Trips,Move Time Total,Delay Travel Total,Travel Time Total,Move Time Per Travel Time Ratio,Travel Time Per DistanceT raveled,Delay Travel Per Distance Traveled,Travel Time Per Vehicle,Delay Travel Per Vehicle,Delay Control Per Vehicle,Delay Queue Per Vehicle,Delay Stop Per Vehicle,Stopped Vehicles Percent,Volume,Speed Average,
  8019,    93,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
  8020,    94,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
    62,    58,       0.067,       0.050,      10.899,       6.248,       0.000,       0.002,       0.001,       0.002,       0.000,       0.000,       0.000,       0.000,       1.000,       1.000,       1.000,       0.000,       0.000,       0.000,       0.000,     255.000
    60,    62,       0.000,       0.000,      10.854,       6.503,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     213.000
    57,    56,       0.000,       0.000,      20.015,       7.369,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     309.000
    56,    59,       0.000,       0.000,      11.359,       4.127,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     156.000
    82,  7016,       0.067,       0.000,       6.377,      20.125,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
    92,    86,       0.000,       0.000,       0.091,       1.937,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
    86,  7018,       0.000,       0.000,       0.510,       1.689,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
Subnetwork,DelayQueueTotal,DelayStopTotal,ContentAverage,StoragePercent,PhaseFailuresTotal,LaneChangesTotal,
Subnetwork,Delay Queue Total,Delay Stop Total,Content Average,Storage Percent,Phase Failures,Lane Changes Total,
,    1067.067,     848.033,     293.320,       9.141,       0.000,    5150.000
CUMULATIVE NETSIM STATISTICS AT TIME 13:57: 0
ELAPSED TIME IS  0:33: 0 ( 1980 SECONDS),    TIME PERIOD  1 ELAPSED TIME IS 1980 SECONDS
DISCHARGE BY LANE
,,LANE 1,LANE 1,LANE 2,LANE 2,LANE 3,LANE 3,LANE 4,LANE 4,LANE 5,LANE 5,LANE 6,LANE 6,LANE 7,LANE 7
UpNode,DownNode,VehiclesDischargedTotal,VehiclesDischargedPerHour,VehiclesDischargedTotal,VehiclesDischargedPerHour,VehiclesDischargedTotal,VehiclesDischargedPerHour,VehiclesDischargedTotal,VehiclesDischargedPerHour,VehiclesDischargedTotal,VehiclesDischargedPerHour,VehiclesDischargedTotal,VehiclesDischargedPerHour,VehiclesDischargedTotal,VehiclesDischargedPerHour,
UpNode,DownNode,Vehicles Discharged Total,Vehicles Discharged Per Hour,Vehicles Discharged Total,Vehicles Discharged Per Hour,Vehicles Discharged Total,Vehicles Discharged Per Hour,Vehicles Discharged Total,Vehicles Discharged Per Hour,Vehicles Discharged Total,Vehicles Discharged Per Hour,Vehicles Discharged Total,Vehicles Discharged Per Hour,Vehicles Discharged Total,Vehicles Discharged Per Hour,
     5,     2,     138.000,     251.036,       1.000,       1.819,     467.000,     849.520,     393.000,     714.906,     374.000,     680.344,       0.000,       0.000,       0.000,       0.000,
     2,     4,       0.000,       0.000,       0.000,       0.000,     466.000,     847.701,     393.000,     714.906,     374.000,     680.344,       0.000,       0.000,       0.000,       0.000,
     4,     9,     199.000,     362.001,     187.000,     340.172,     367.000,     667.610,     409.000,     744.012,     333.000,     605.760,       0.000,       0.000,       0.000,       0.000,
     9,     8,      86.000,     156.443,      49.000,      89.136,     535.000,     973.219,     357.000,     649.419,     345.000,     627.590,       0.000,       0.000,       0.000,       0.000,
     8,     7,       0.000,       0.000,       0.000,       0.000,     536.000,     975.038,     356.000,     647.600,     345.000,     627.590,       0.000,       0.000,       0.000,       0.000,
     7,     3,     151.000,     274.684,      20.000,      36.382,     509.000,     925.922,     460.000,     836.786,     342.000,     622.132,       0.000,       0.000,       0.000,       0.000,
     3,     1,       0.000,       0.000,       0.000,       0.000,     510.000,     927.741,     461.000,     838.605,     343.000,     623.951,       0.000,       0.000,       0.000,       0.000,
     1,     5,     260.000,     472.966,      97.000,     176.453,     446.000,     811.319,     457.000,     831.329,     332.000,     603.941,       0.000,       0.000,       0.000,       0.000,
  8001,     5,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8002,     9,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    22,     1,     282.000,     512.986,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    27,     4,     265.000,     482.062,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7005,     7,     245.000,     445.680,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
     8,  7006,      87.000,     158.262,      49.000,      89.136,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    25,    22,     283.000,     514.805,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
     3,  7002,     171.000,     311.066,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
     2,  7004,     138.000,     251.036,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7001,    25,     284.000,     516.625,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7003,    27,     266.000,     483.881,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    49,    42,     127.000,     231.026,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8011,    46,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7007,    45,     197.000,     358.363,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    44,  7008,     110.000,     200.101,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7009,    43,     223.000,     405.659,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    42,  7010,     128.000,     232.845,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    45,    47,     197.000,     358.363,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    50,    47,     224.000,     407.479,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    53,    49,     126.000,     229.207,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    53,    44,     110.000,     200.101,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    43,    50,     222.000,     403.840,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    46,    47,     749.000,    1362.506,     904.000,    1644.467,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    53,    46,     520.000,     945.932,     499.000,     907.731,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8012,    54,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    54,    53,      81.000,     147.347,     126.000,     229.207,     740.000,    1346.134,     310.000,     563.921,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    47,    54,    1068.000,    1942.799,     819.000,    1489.843,     186.000,     338.353,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    59,    60,       0.000,       0.000,       0.000,       0.000,     279.000,     507.529,     245.000,     445.680,     237.000,     431.127,     227.000,     412.936,       0.000,       0.000,
    58,    57,       0.000,       0.000,       0.000,       0.000,     406.000,     738.555,     333.000,     605.760,     321.000,     583.931,     319.000,     580.293,       0.000,       0.000,
  8013,    56,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8014,    62,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7011,    88,     259.000,     471.147,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    87,  7012,      61.000,     110.965,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7013,    84,     286.000,     520.263,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    81,  7014,     706.000,    1284.285,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7015,    83,     213.000,     387.468,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  7017,    85,     249.000,     452.956,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    85,   100,     249.000,     452.956,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    88,   100,     262.000,     476.604,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   100,    60,     617.000,    1122.385,       4.000,       7.276,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    59,    92,      61.000,     110.965,      47.000,      85.498,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    92,    87,      61.000,     110.965,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    84,    57,     288.000,     523.901,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    83,    57,     210.000,     382.011,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    58,    91,     137.000,     249.217,     132.000,     240.121,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   101,    90,      66.000,     120.061,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    91,   101,     137.000,     249.217,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    91,    82,     132.000,     240.121,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    90,    94,      66.000,     120.061,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
   101,    81,      71.000,     129.156,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    94,    89,    1230.000,    2237.494,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    89,    81,     635.000,    1155.129,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    89,    82,     595.000,    1082.365,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    93,   100,     109.000,     198.282,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8019,    93,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
  8020,    94,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    62,    58,      88.000,     160.081,     181.000,     329.257,     407.000,     740.374,     332.000,     603.941,     322.000,     585.750,     319.000,     580.293,       0.000,       0.000,
    60,    62,     463.000,     842.244,     164.000,     298.332,     280.000,     509.348,     230.000,     418.393,     261.000,     474.785,     209.000,     380.192,       0.000,       0.000,
    57,    56,     337.000,     613.037,     221.000,     402.021,     359.000,     653.057,     323.000,     587.569,     369.000,     671.248,     269.000,     489.338,       0.000,       0.000,
    56,    59,      88.000,     160.081,      22.000,      40.020,     279.000,     507.529,     245.000,     445.680,     237.000,     431.127,     229.000,     416.574,       0.000,       0.000,
    82,  7016,     730.000,    1327.943,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    92,    86,      47.000,      85.498,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
    86,  7018,      47.000,      85.498,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,
UpNode,DownNode,PersonTravelDistanceTotal,PersonTripsTotal,PersonDelayTotal,PersonTravelTimeTotal,
Up Node,Down Node,Person Travel Distance Total,Person Trips Total,Person Delay Total,Person Travel Time Total,
     5,     2,     166.996,    1784.900,       0.000,     322.920,
     2,     4,      15.786,    1602.900,       1.534,      33.107,
     4,     9,     455.692,    1943.500,      69.986,     981.370,
     9,     8,     169.577,    1783.600,       0.000,     329.420,
     8,     7,      21.624,    1608.100,       3.465,      46.713,
     7,     3,     239.001,    1926.600,      46.701,     524.702,
     3,     1,      20.058,    1708.200,       6.228,      46.345,
     1,     5,     194.025,    2069.600,      37.440,     425.490,
  8001,     5,       0.000,       0.000,       0.000,       0.000,
  8002,     9,       0.000,       0.000,       0.000,       0.000,
    22,     1,      16.664,     366.600,      14.123,      47.450,
    27,     4,      15.463,     344.500,       4.000,      34.927,
  7005,     7,      12.125,     318.500,       0.000,       9.317,
     8,  7006,       6.396,     176.800,       2.722,      15.513,
    25,    22,      16.444,     367.900,       0.000,      26.043,
     3,  7002,      11.031,     222.300,       3.830,      25.892,
     2,  7004,       7.509,     179.400,       2.857,      17.875,
  7001,    25,      12.097,     369.200,       0.000,       7.562,
  7003,    27,      11.789,     345.800,       0.000,       8.363,
    49,    42,      19.199,     165.100,       2.378,      40.777,
  8011,    46,       0.000,       0.000,       0.000,       0.000,
  7007,    45,      25.319,     256.100,       0.000,      34.233,
    44,  7008,       4.442,     143.000,       0.932,       9.815,
  7009,    43,      24.103,     289.900,       0.000,      32.522,
    42,  7010,       9.455,     166.400,       1.371,      20.280,
    45,    47,      18.286,     256.100,      10.141,      46.713,
    50,    47,      20.847,     291.200,      23.890,      65.585,
    53,    49,      11.696,     163.800,       3.476,      26.867,
    53,    44,       9.620,     143.000,       3.423,      22.663,
    43,    50,      33.561,     288.600,       3.750,      70.872,
    46,    47,     666.647,    2148.900,     203.197,    1536.492,
    53,    46,     410.707,    1324.700,      98.682,     920.097,
  8012,    54,       0.000,       0.000,       0.000,       0.000,
    54,    53,      84.490,    1634.100,    1626.016,    1794.997,
    47,    54,     138.828,    2694.900,      57.094,     334.750,
    59,    60,      33.326,    1284.400,       1.619,      68.272,
    58,    57,      41.422,    1792.700,       3.801,      86.645,
  8013,    56,       0.000,       0.000,       0.000,       0.000,
  8014,    62,       0.000,       0.000,       0.000,       0.000,
  7011,    88,       8.673,     336.700,       0.000,       6.457,
    87,  7012,       1.622,      79.300,       0.916,       4.160,
  7013,    84,      11.196,     371.800,       0.000,       7.605,
    81,  7014,      18.252,     917.800,      20.653,      57.157,
  7015,    83,      36.815,     276.900,       1.705,      75.335,
  7017,    85,      38.562,     323.700,       0.000,      56.810,
    85,   100,       8.828,     323.700,       1.237,      18.893,
    88,   100,      11.160,     340.600,       0.000,      20.107,
   100,    60,      75.990,     807.300,      74.328,     226.308,
    59,    92,      11.969,     140.400,       7.391,      31.330,
    92,    87,       1.111,      79.300,       1.006,       3.228,
    84,    57,      30.207,     374.400,      16.502,      76.917,
    83,    57,      23.577,     273.000,      21.420,      68.575,
    58,    91,      24.439,     349.700,       8.950,      57.828,
   101,    90,       1.349,      85.800,       0.000,       2.622,
    91,   101,       2.091,     178.100,       0.324,       4.507,
    91,    82,       2.730,     171.600,       0.650,       6.110,
    90,    94,       3.640,      85.800,       0.087,       7.367,
   101,    81,       1.259,      92.300,       0.928,       3.445,
    94,    89,      66.625,    1599.000,     113.490,     246.740,
    89,    81,       8.443,     825.500,      15.268,      32.153,
    89,    82,      12.452,     773.500,      33.487,      58.392,
    93,   100,      11.057,     141.700,       0.000,      20.562,
  8019,    93,       0.000,       0.000,       0.000,       0.000,
  8020,    94,       0.000,       0.000,       0.000,       0.000,
    62,    58,     218.430,    2143.700,       0.000,     430.387,
    60,    62,     203.371,    2089.100,      35.605,     442.347,
    57,    56,     387.017,    2441.400,      67.824,     841.858,
    56,    59,     229.667,    1430.000,       0.000,     454.177,
    82,  7016,     105.325,     949.000,      44.801,     255.450,
    92,    86,       1.007,      61.100,       0.218,       2.232,
    86,  7018,       6.480,      61.100,       0.603,      13.563,
CUMULATIVE FRESIM STATISTICS AT TIME  0: 0: 0
LINK STATISTICS,
UpNode,DownNode,VehiclesEnteringLink,VehiclesExitingLink,LaneChangesTotal,ContentCurrent,Content,TravelDistanceTotal,TravelTimeTotal,TravelTimePerVehicle,MoveTimePerVehicle,DelayTravelPerVehicle,MoveTimePerTravelTimeRatio,TravelTimePerDistanceTraveled,DelayTravelPerDistanceTraveled,VolumePerLane,DensityPerLane,SpeedAverage,
Up Node,Down Node,Vehicles Entering Link,Vehicles Exiting Link,Lane Changes Total,Content Current,Content,Travel Distance Total,Travel Time Total,Travel Time Per Vehicle,Move Time Per Vehicle,Delay Travel Per Vehicle,Move Time Per Travel Time Ratio,Travel Time Per Distance Traveled,Delay Travel Per Mile,Volume Per Lane,Density Per Lane,Speed Average,
    68,    15,    2642.000,    2641.000,     155.000,      12.000,       9.548,     313.990,     314.927,       7.158,       6.587,       0.570,       0.920,       1.003,       0.080,    1600.759,      26.759,      59.822,
    14,     6,    2747.000,    2747.000,     788.000,       6.000,       5.850,     194.993,     192.959,       4.015,       3.745,       0.270,       0.933,       0.990,       0.066,    1473.544,      24.303,      60.632,
     6,    10,    2464.000,    2464.000,     114.000,       4.000,       5.394,     183.861,     177.914,       4.332,       4.133,       0.200,       0.954,       0.968,       0.045,    1494.040,      24.095,      62.006,
    24,    11,    2636.000,    2637.000,     315.000,       3.000,       2.963,      96.888,      97.739,       2.224,       2.035,       0.189,       0.915,       1.009,       0.086,    1364.512,      22.942,      59.478,
    11,    12,    2371.000,    2369.000,      75.000,       7.000,       4.841,     162.090,     159.689,       4.042,       3.787,       0.255,       0.937,       0.985,       0.062,    1437.535,      23.604,      60.902,
    12,    13,    2508.000,    2509.000,     236.000,       6.000,       5.847,     183.832,     192.842,       4.613,       4.059,       0.554,       0.880,       1.049,       0.126,    1297.339,      22.682,      57.197,
    67,    18,    2746.000,    2750.000,     345.000,       4.000,       5.493,     173.341,     181.189,       3.955,       3.493,       0.462,       0.883,       1.045,       0.122,    1514.933,      26.392,      57.401,
    18,    17,    2507.000,    2506.000,      17.000,       1.000,       1.277,      41.838,      42.105,       0.732,       0.671,       0.061,       0.917,       1.006,       0.083,    2092.973,      35.105,      59.620,
     6,  7001,     283.000,     284.000,       0.000,       1.000,       0.506,      16.926,      16.692,       3.530,       3.304,       0.226,       0.936,       0.986,       0.063,     516.110,       8.483,      60.840,
    30,    10,     172.000,     172.000,       0.000,       0.000,       0.132,       3.746,       4.355,       1.519,       1.206,       0.313,       0.794,       1.162,       0.239,     312.885,       6.062,      51.616,
    28,  7003,     266.000,     266.000,       0.000,       0.000,       0.196,       6.096,       6.476,       1.461,       1.269,       0.192,       0.869,       1.062,       0.139,     483.881,       8.568,      56.477,
    29,  7005,     244.000,     245.000,       0.000,       0.000,       0.401,      12.914,      13.239,       3.250,       2.927,       0.324,       0.900,       1.025,       0.102,     444.566,       7.596,      58.528,
  7006,    21,     136.000,     136.000,      25.000,       0.000,       0.438,       9.322,      14.454,       6.061,       3.608,       2.453,       0.595,       1.551,       0.627,     130.136,       3.363,      38.696,
    21,    17,     136.000,     137.000,      16.000,       0.000,       0.400,       9.027,      13.185,       5.809,       3.671,       2.138,       0.632,       1.461,       0.538,     123.859,       3.015,      41.079,
    26,    19,     172.000,     172.000,       0.000,       0.000,       0.250,       6.255,       8.243,       2.875,       2.014,       0.861,       0.700,       1.318,       0.395,     312.885,       6.872,      45.528,
