CUMULATIVE NETSIM STATISTICS AT TIME 13:57: 0
ELAPSED TIME IS  0:33: 0 ( 1980 SECONDS),    TIME PERIOD  1 ELAPSED TIME IS 1980 SECONDS
UpNode,DownNode,TravelDistanceTotal,Trips,MoveTimeTotal,DelayTravelTotal,TravelTimeTotal,MoveTimePerTravelTimeRatio,TravelTimePerDistanceTraveled,DelayTravelPerDistanceTraveled,TravelTimePerVehicle,DelayTravelPerVehicle,DelayControlPerVehicle,DelayQueuePerVehicle,DelayStopPerVehicle,StoppedVehiclesPercent,Volume,SpeedAverage,
Up Node,Down Node,Travel Distance Total,Trips,Move Time Total,Delay Travel Total,Travel Time Total,Move Time Per Travel Time Ratio,Travel Time Per DistanceT raveled,Delay Travel Per Distance Traveled,Travel Time Per Vehicle,Delay Travel Per Vehicle,Delay Control Per Vehicle,Delay Queue Per Vehicle,Delay Stop Per Vehicle,Stopped Vehicles Percent,Volume,Speed Average,
   249,   248,       0.000,       0.000,       1.142,       1.835,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       7.000
   249,  6004,       0.000,       0.000,       1.016,       4.805,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       5.000
  6004,   249,       0.000,       0.000,       0.490,       2.335,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000
  6004,  6005,       0.000,       0.000,       1.198,       4.661,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       9.000
  6005,  6004,       0.000,       0.000,       0.571,       2.238,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000
  6005,   250,       0.000,       0.000,       2.708,       4.192,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      18.000
   250,  6005,       0.000,       0.000,       1.198,       1.867,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       9.000
   250,   251,       0.350,       0.267,       2.906,       4.786,       0.000,       0.007,       0.004,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,     101.000
   251,   250,       0.000,       0.000,       1.152,       1.912,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      10.000
   251,   252,       0.117,       0.100,       1.086,       3.566,       0.000,       0.002,       0.001,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,      47.000
   252,   251,       0.617,       0.550,       1.137,       3.759,       0.000,       0.005,       0.013,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      10.000
   251,   254,       0.000,       0.000,       0.566,       4.676,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       7.000
   254,   251,       2.250,       2.167,       0.273,       2.262,       0.000,       0.000,       0.068,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000
   254,   255,       0.500,       0.467,       1.506,       3.765,       0.000,       0.003,       0.013,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,      77.000
   255,   254,       0.000,       0.000,       0.515,       1.293,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      12.000
   252,   253,       0.033,       0.033,       1.349,       3.013,       0.000,       0.000,       0.001,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,       3.000
   253,   252,       0.000,       0.000,       1.445,       3.247,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      67.000
   253,   258,       0.000,       0.000,       1.612,       3.763,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      53.000
   258,   253,       0.033,       0.033,       0.697,       1.625,       0.000,       0.000,       0.001,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000
   255,   256,       0.000,       0.000,       1.253,       1.764,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      39.000
   256,   255,       1.500,       1.417,       2.132,       3.039,       0.000,       0.003,       0.044,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       3.000,       0.000,       0.000,       0.000,       0.000,       0.000,      22.000
   256,   259,       0.183,       0.183,       0.692,       2.273,       0.000,       0.000,       0.006,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,       4.000
   259,   256,       0.133,       0.133,       1.112,       3.695,       0.000,       0.002,       0.002,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,      51.000
   258,   257,       0.183,       0.183,       1.511,       4.479,       0.000,       0.003,       0.003,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      66.000
   257,   258,       0.000,       0.000,       0.652,       1.927,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   257,   259,       0.133,       0.133,       1.364,       6.126,       0.000,       0.000,       0.004,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      18.000
   259,   257,       0.000,       0.000,       0.692,       3.096,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      11.000
   259,   260,       0.000,       0.000,       1.915,       2.496,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      13.000
   260,   259,       0.033,       0.033,       1.496,       1.963,       0.000,       0.000,       0.001,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   260,   261,       0.000,       0.000,       3.542,       2.204,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      24.000
   261,   260,       0.000,       0.000,       2.496,       1.564,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      60.000
   261,   262,       0.800,       0.733,       1.602,       2.610,       0.000,       0.000,       0.025,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      57.000
   262,   261,       0.000,       0.000,       1.187,       1.951,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      10.000
   262,   263,       0.000,       0.000,       1.198,       2.103,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       9.000
   263,   262,       0.067,       0.067,       1.238,       2.208,       0.000,       0.001,       0.001,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,      26.000
   263,   264,       0.000,       0.000,       2.107,       1.814,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      11.000
   264,   263,       0.000,       0.000,       1.945,       1.700,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       9.000
   264,   265,       0.000,       0.000,       1.182,       2.084,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000
   265,   264,       0.000,       0.000,       1.102,       1.972,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       5.000
   265,   266,       0.000,       0.000,       1.258,       1.995,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       6.000
   266,   265,       0.000,       0.000,       1.177,       1.897,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000
   266,   267,       0.000,       0.000,       1.546,       1.826,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       5.000
   267,   266,       0.000,       0.000,       1.506,       1.808,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       7.000
   267,   268,       0.433,       0.417,       2.405,       1.795,       0.000,       0.001,       0.012,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,      54.000
   268,   267,       0.000,       0.000,       2.148,       1.630,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      11.000
   268,   269,       0.417,       0.417,       2.577,       1.585,       0.000,       0.000,       0.013,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      34.000
   269,   268,       0.350,       0.350,       2.744,       1.705,       0.000,       0.000,       0.011,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,      33.000
   269,   270,       0.000,       0.000,       2.092,       1.473,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       8.000
   270,   269,       0.133,       0.133,       2.259,       1.599,       0.000,       0.004,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000
    85,    86,       0.650,       0.533,       4.219,       2.435,       0.000,       0.013,       0.006,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,      46.000
    86,    85,       3.533,       3.250,       7.671,       4.486,       0.000,       0.003,       0.110,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       3.000,       0.000,       0.000,       0.000,       0.000,       0.000,     123.000
    86,    54,       3.250,       2.900,       9.419,       3.879,       0.000,       0.017,       0.085,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,     142.000
    54,    86,       1.150,       1.050,       8.171,       3.365,       0.000,       0.008,       0.029,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       3.000,       0.000,       0.000,       0.000,       0.000,       0.000,     113.000
    54,   105,       0.000,       0.000,       7.650,       4.165,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     103.000
   105,    54,       1.133,       1.067,       3.466,       1.884,       0.000,       0.008,       0.028,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      31.000
    85,    51,       2.267,       2.050,       8.105,       3.299,       0.000,       0.012,       0.060,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,     121.000
    51,    85,       1.017,       0.917,       6.392,       2.588,       0.000,       0.005,       0.028,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      73.000
    51,   272,       0.033,       0.000,       5.341,       2.965,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      75.000
   272,    51,       1.300,       1.200,       3.825,       2.111,       0.000,       0.013,       0.032,       0.000,       0.000,       0.000,       0.000,       0.000,       3.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      83.000
   272,   104,       1.100,       1.067,       1.440,       4.550,       0.000,       0.005,       0.030,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      61.000
   104,   272,       0.017,       0.000,       0.884,       2.779,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      10.000
   273,    47,       0.650,       0.600,       3.274,       3.159,       0.000,       0.004,       0.015,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
    47,   273,       0.000,       0.000,       2.860,       2.739,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      91.000
    81,   274,       0.017,       0.000,       3.911,       2.814,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      61.000
   274,    81,       0.167,       0.167,       3.537,       2.547,       0.000,       0.000,       0.005,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   274,    43,       2.850,       2.667,       3.350,       3.075,       0.000,       0.013,       0.077,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       4.000,       0.000,       0.000,       0.000,       0.000,       0.000,      87.000
    43,   274,       0.000,       0.000,       2.774,       2.550,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     102.000
    43,   275,       0.017,       0.017,       2.062,       2.821,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      14.000
   275,    43,       0.900,       0.883,       1.481,       2.032,       0.000,       0.006,       0.022,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      40.000
   275,   276,       0.000,       0.000,       2.759,       2.493,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      14.000
   276,   275,       0.000,       0.000,       1.935,       1.753,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       9.000
   276,   277,       0.000,       0.000,       1.870,       2.577,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      42.000
   277,   276,       0.000,       0.000,       1.374,       1.899,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       7.000
   277,   102,       0.650,       0.617,       1.142,       3.663,       0.000,       0.006,       0.014,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      32.000
   102,   277,       0.000,       0.000,       0.712,       2.292,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      11.000
   102,   278,       0.017,       0.000,       2.562,       2.440,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      25.000
   278,   102,       0.133,       0.133,       0.253,       0.247,       0.000,       0.001,       0.003,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000
    36,   280,       2.133,       2.067,       1.117,       4.291,       0.000,       0.000,       0.068,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       3.000,       0.000,       0.000,       0.000,       0.000,       0.000,      44.000
   280,    36,       1.267,       1.233,       1.147,       4.432,       0.000,       0.005,       0.034,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      45.000
   280,    37,       0.000,       0.000,       2.678,       2.840,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      34.000
    37,   280,       0.400,       0.367,       2.607,       2.776,       0.000,       0.005,       0.008,       0.000,       0.000,       0.000,       0.000,       0.000,       2.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      79.000
    79,   279,       0.017,       0.017,       3.951,       3.241,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     120.000
   279,    79,       0.317,       0.267,       3.092,       2.529,       0.000,       0.008,       0.004,       0.000,       0.000,       0.000,       0.000,       0.000,       3.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   279,   280,       0.083,       0.083,       4.245,       3.324,       0.000,       0.003,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   280,   279,       0.017,       0.000,       2.996,       2.341,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      88.000
    36,   281,       0.017,       0.000,       3.482,       2.643,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      29.000
   281,    36,       0.983,       0.933,       2.537,       1.921,       0.000,       0.001,       0.030,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      57.000
   281,   282,       0.000,       0.000,       3.158,       2.624,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      21.000
   282,   281,       0.000,       0.000,       2.279,       1.892,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      16.000
   282,    98,       0.717,       0.717,       2.537,       2.872,       0.000,       0.001,       0.022,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,      81.000
    98,   282,       0.000,       0.000,       1.824,       2.063,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      11.000
    98,   283,     183.550,     183.100,      13.305,       3.609,       0.000,       2.782,       2.771,       0.000,       0.000,       0.000,       0.000,       0.000,      25.000,      25.000,       0.000,       0.000,       0.000,       0.000,       0.000,      51.000
   283,    98,       0.000,       0.000,       0.162,       0.043,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   283,   189,    2011.700,    2010.617,      62.501,      51.857,       0.000,      31.351,      29.611,       0.000,       0.000,       0.000,       0.000,       0.000,      63.000,      62.000,       0.000,       0.000,       0.000,       0.000,       0.000,      49.000
   189,   283,       0.033,       0.033,       0.056,       0.044,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   189,   284,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   284,   189,    1302.817,    1302.383,      40.419,      71.108,       0.000,      19.995,      19.491,       0.000,       0.000,       0.000,       0.000,       0.000,      30.000,      29.000,       0.000,       0.000,       0.000,       0.000,       0.000,      21.000
   284,   285,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   285,   284,     828.217,     827.617,      26.256,      37.967,       0.000,      12.517,      12.577,       0.000,       0.000,       0.000,       0.000,       0.000,      35.000,      35.000,       0.000,       0.000,       0.000,       0.000,       0.000,      12.000
   285,   161,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   161,   285,     233.867,     233.283,       8.828,      13.139,       0.000,       3.389,       3.688,       0.000,       0.000,       0.000,       0.000,       0.000,      28.000,      30.000,       0.000,       0.000,       0.000,       0.000,       0.000,      26.000
   161,   286,       0.017,       0.017,       2.132,       1.797,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      16.000
   286,   288,       0.000,       0.000,       1.405,       1.874,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       3.000
   288,   219,       0.450,       0.417,       1.193,       2.147,       0.000,       0.001,       0.013,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      35.000
   219,   287,       0.000,       0.000,       2.749,       2.273,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      14.000
   287,   161,       0.833,       0.833,       3.032,       2.370,       0.000,       0.002,       0.024,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      38.000
   219,   289,       0.000,       0.000,       2.036,       2.433,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       7.000
   289,   290,       0.000,       0.000,       2.274,       2.347,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      12.000
  8006,   292,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   290,   127,       0.383,       0.383,       1.263,       3.123,       0.000,       0.001,       0.012,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,      69.000
   127,   293,       0.000,       0.000,       1.283,       1.081,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      19.000
   293,   292,       0.000,       0.000,       0.424,       1.842,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   292,   291,       0.000,       0.000,       0.702,       3.495,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   291,   219,       0.783,       0.767,       1.738,       2.778,       0.000,       0.007,       0.018,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,       3.000
   127,   294,       0.000,       0.000,       1.314,       2.221,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       8.000
   294,   127,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   294,   126,       0.000,       0.000,       2.562,       1.755,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      14.000
   126,   294,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   127,   295,       0.000,       0.000,       0.571,       1.526,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      26.000
   295,   297,       0.000,       0.000,       0.313,       2.206,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   297,   296,       0.000,       0.000,       0.152,       1.212,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   296,   298,       0.000,       0.000,       0.364,       0.942,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      22.000
   298,   299,       0.000,       0.000,       0.207,       1.264,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   299,   300,       0.000,       0.000,       0.121,       0.656,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
  8007,   297,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
  8008,   299,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
   300,   255,       0.133,       0.117,       0.414,       0.638,       0.000,       0.001,       0.003,       0.000,       0.000,       0.000,       0.000,       0.000,       1.000,       1.000,       0.000,       0.000,       0.000,       0.000,       0.000,       8.000
